PDF-compliant scoring report (Way-2 approximation)
Rule: valid iff |VE-VT| <= |VT|*2^(-2r), VE!=0, u!=0, v!=0

=== r = 1 ===
No  u           v           VE                 VT                 Score   Exact?
1299  0x000000C0  0x7AAD0000              0.1250              0.1250    1.0000  Y
1300  0x000000C0  0xBAA10000              0.1250              0.1250    1.0000  Y
1301  0x000000C0  0xB3380000             -0.1250             -0.1250    1.0000  Y
1302  0x000000C0  0xABB10000              0.1250              0.1250    1.0000  Y
1303  0x000000C0  0xA3390000             -0.1250             -0.1250    1.0000  Y
1304  0x000000C0  0xA2280000              0.2500              0.2500    2.0000  Y
1305  0x000000C0  0x3BB80000             -0.1250             -0.1250    1.0000  Y
1306  0x000000C0  0x3AA90000             -0.1250             -0.1250    1.0000  Y
1307  0x000000C0  0x2AA80000              0.2500              0.2500    2.0000  Y
1308  0x000000C0  0x72250000             -0.1562             -0.1562    1.3219  Y
1309  0x000000C0  0x27750000             -0.1562             -0.1562    1.3219  Y
1310  0x000000C0  0x32210000             -0.0938             -0.0938    0.5850  Y
1311  0x000000C0  0x23310000             -0.0938             -0.0938    0.5850  Y
1312  0x000000C0  0x33300000              0.1875              0.1875    1.5850  Y
1313  0x000000C0  0xF22D0000             -0.0938             -0.0938    0.5850  Y
1314  0x000000C0  0x2FFD0000             -0.0938             -0.0938    0.5850  Y
1315  0x000000C0  0xFFF00000             -0.1875             -0.1875    1.5850  Y
1316  0x000000C0  0xB2290000              0.1562              0.1562    1.3219  Y
1317  0x000000C0  0x2BB90000              0.1562              0.1562    1.3219  Y
1318  0x000000D0  0xEEE00000             -0.1250             -0.1250    1.0000  Y
1319  0x000000D0  0xE44A0000             -0.1250             -0.1250    1.0000  Y
1320  0x000000D0  0x4EEA0000             -0.1250             -0.1250    1.0000  Y
1321  0x000000D0  0x43370000              0.1250              0.1250    1.0000  Y
1322  0x000000D0  0x34470000              0.1250              0.1250    1.0000  Y
1323  0x000000D0  0x64420000              0.1250              0.1250    1.0000  Y
1324  0x000000D0  0x46620000              0.1250              0.1250    1.0000  Y
1325  0x000000D0  0x44400000             -0.2500             -0.2500    2.0000  Y
1326  0x000000D0  0x63350000             -0.0938             -0.0938    0.5850  Y
1327  0x000000D0  0x36650000             -0.0938             -0.0938    0.5850  Y
1328  0x000000D0  0x32210000              0.0938              0.0938    0.5850  Y
1329  0x000000D0  0x23310000              0.0938              0.0938    0.5850  Y
1330  0x000000D0  0x66600000             -0.1250             -0.1250    1.0000  Y
1331  0x000000D0  0x65530000              0.0938              0.0938    0.5850  Y
1332  0x000000D0  0x56630000              0.0938              0.0938    0.5850  Y
1333  0x000000D0  0xBBB00000             -0.1250             -0.1250    1.0000  Y
1334  0x000000E0  0xFAA50000              0.1250              0.1250    1.0000  Y
1335  0x000000E0  0xF7780000             -0.1250             -0.1250    1.0000  Y
1336  0x000000E0  0xAFF50000              0.1250              0.1250    1.0000  Y
1337  0x000000E0  0xA77D0000              0.1250              0.1250    1.0000  Y
1338  0x000000E0  0x7FF80000             -0.1250             -0.1250    1.0000  Y
1339  0x000000E0  0x7AAD0000              0.1250              0.1250    1.0000  Y
1340  0x000000E0  0xBAA10000             -0.1250             -0.1250    1.0000  Y
1341  0x000000E0  0xB3380000              0.1250              0.1250    1.0000  Y
1342  0x000000E0  0xABB10000             -0.1250             -0.1250    1.0000  Y
1343  0x000000E0  0xAAA00000             -0.2500             -0.2500    2.0000  Y
1344  0x000000E0  0xA3390000              0.1250              0.1250    1.0000  Y
1345  0x000000E0  0x3BB80000              0.1250              0.1250    1.0000  Y
1346  0x000000E0  0x3AA90000              0.1250              0.1250    1.0000  Y
1347  0x000000E0  0x72250000             -0.1562             -0.1562    1.3219  Y
1348  0x000000E0  0x27750000             -0.1562             -0.1562    1.3219  Y
1349  0x000000E0  0x32210000              0.0938              0.0938    0.5850  Y
1350  0x000000E0  0x23310000              0.0938              0.0938    0.5850  Y
1351  0x000000E0  0x33300000             -0.1875             -0.1875    1.5850  Y
1352  0x000000E0  0xF22D0000             -0.0938             -0.0938    0.5850  Y
1353  0x000000E0  0x2FFD0000             -0.0938             -0.0938    0.5850  Y
1354  0x000000E0  0xFFF00000             -0.1875             -0.1875    1.5850  Y
1355  0x000000E0  0x22200000             -0.2500             -0.2500    2.0000  Y
1356  0x000000E0  0xB2290000             -0.1562             -0.1562    1.3219  Y
1357  0x000000E0  0x2BB90000             -0.1562             -0.1562    1.3219  Y
1358  0x000000F0  0x877F0000             -0.1250             -0.1250    1.0000  Y
1359  0x000000F0  0x788F0000             -0.1250             -0.1250    1.0000  Y
1360  0x000000F0  0x77700000              0.1250              0.1250    1.0000  Y
1361  0x000000F0  0x822A0000              0.1250              0.1250    1.0000  Y
1362  0x000000F0  0x288A0000              0.1250              0.1250    1.0000  Y
1363  0x000000F0  0xFFF00000              0.1250              0.1250    1.0000  Y
1364  0x000000F0  0xF8870000             -0.1250             -0.1250    1.0000  Y
1365  0x000000F0  0x8FF70000             -0.1250             -0.1250    1.0000  Y
1366  0x000000F0  0x88800000              0.2500              0.2500    2.0000  Y
1367  0x000000F0  0x32210000              0.0938              0.0938    0.5850  Y
1368  0x000000F0  0x23310000              0.0938              0.0938    0.5850  Y
1369  0x000000F0  0x65530000              0.0938              0.0938    0.5850  Y
1370  0x000000F0  0x61170000              0.0938              0.0938    0.5850  Y
1371  0x000000F0  0x56630000              0.0938              0.0938    0.5850  Y
1372  0x000000F0  0x55500000              0.1250              0.1250    1.0000  Y
1373  0x000000F0  0x16670000              0.0938              0.0938    0.5850  Y
1374  0x000000F0  0x11100000              0.1250              0.1250    1.0000  Y
1375  0x000000F0  0xBBB00000             -0.1250             -0.1250    1.0000  Y
1376  0x00000001  0x0C00C00C             -0.1250             -0.1250    1.0000  Y
1377  0x00000001  0x0C00B00B             -0.1250             -0.1250    1.0000  Y
1378  0x00000001  0x0B00C00C             -0.1250             -0.1250    1.0000  Y
1379  0x00000001  0x0E00E00E              0.1250              0.1250    1.0000  Y
1380  0x00000001  0x0E004004              0.1250              0.1250    1.0000  Y
1381  0x00000001  0x0400E00E              0.1250              0.1250    1.0000  Y
1382  0x00000001  0x04004004              0.1250              0.1250    1.0000  Y
1383  0x00000001  0x05001001             -0.1562             -0.1562    1.3219  Y
1384  0x00000001  0x01005005             -0.1562             -0.1562    1.3219  Y
1385  0x00000001  0x08008008             -0.1250             -0.1250    1.0000  Y
1386  0x00000001  0x0B00B00B             -0.1875             -0.1875    1.5850  Y
1387  0x00000001  0x02002002             -0.1250             -0.1250    1.0000  Y
1388  0x00000002  0x08005005             -0.1250             -0.1250    1.0000  Y
1389  0x00000002  0x08001001             -0.1250             -0.1250    1.0000  Y
1390  0x00000002  0x05008008             -0.1250             -0.1250    1.0000  Y
1391  0x00000002  0x01008008             -0.1250             -0.1250    1.0000  Y
1392  0x00000002  0x0F00F00F             -0.1250             -0.1250    1.0000  Y
1393  0x00000002  0x0F008008              0.1250              0.1250    1.0000  Y
1394  0x00000002  0x0800F00F              0.1250              0.1250    1.0000  Y
1395  0x00000002  0x0C006006             -0.1250             -0.1250    1.0000  Y
1396  0x00000002  0x0C003003              0.1250              0.1250    1.0000  Y
1397  0x00000002  0x08007007             -0.2500             -0.2500    2.0000  Y
1398  0x00000002  0x08006006             -0.1250             -0.1250    1.0000  Y
1399  0x00000002  0x08002002              0.1250              0.1250    1.0000  Y
1400  0x00000002  0x07008008             -0.2500             -0.2500    2.0000  Y
1401  0x00000002  0x0600C00C             -0.1250             -0.1250    1.0000  Y
1402  0x00000002  0x06008008             -0.1250             -0.1250    1.0000  Y
1403  0x00000002  0x0300C00C              0.1250              0.1250    1.0000  Y
1404  0x00000002  0x02008008              0.1250              0.1250    1.0000  Y
1405  0x00000002  0x0C00C00C             -0.2500             -0.2500    2.0000  Y
1406  0x00000002  0x08008008             -0.2500             -0.2500    2.0000  Y
1407  0x00000003  0x0C00C00C              0.1250              0.1250    1.0000  Y
1408  0x00000003  0x0C003003              0.1250              0.1250    1.0000  Y
1409  0x00000003  0x0300C00C              0.1250              0.1250    1.0000  Y
1410  0x00000003  0x05003003             -0.0938             -0.0938    0.5850  Y
1411  0x00000003  0x03005005             -0.0938             -0.0938    0.5850  Y
1412  0x00000003  0x06004004             -0.1250             -0.1250    1.0000  Y
1413  0x00000003  0x04006006             -0.1250             -0.1250    1.0000  Y
1414  0x00000003  0x04004004              0.1250              0.1250    1.0000  Y
1415  0x00000003  0x07006006             -0.0938             -0.0938    0.5850  Y
1416  0x00000003  0x06007007             -0.0938             -0.0938    0.5850  Y
1417  0x00000003  0x06006006              0.1250              0.1250    1.0000  Y
1418  0x00000003  0x05005005              0.0938              0.0938    0.5850  Y
1419  0x00000003  0x05001001             -0.0938             -0.0938    0.5850  Y
1420  0x00000003  0x01005005             -0.0938             -0.0938    0.5850  Y
1421  0x00000003  0x01001001              0.0938              0.0938    0.5850  Y
1422  0x00000003  0x08008008             -0.1250             -0.1250    1.0000  Y
1423  0x00000003  0x03003003              0.0938              0.0938    0.5850  Y
1424  0x00000003  0x03002002              0.1250              0.1250    1.0000  Y
1425  0x00000003  0x02003003              0.1250              0.1250    1.0000  Y
1426  0x00000004  0x0D00D00D              0.1250              0.1250    1.0000  Y
1427  0x00000004  0x0D009009              0.1250              0.1250    1.0000  Y
1428  0x00000004  0x0D005005              0.1250              0.1250    1.0000  Y
1429  0x00000004  0x0D001001             -0.1250             -0.1250    1.0000  Y
1430  0x00000004  0x0900D00D              0.1250              0.1250    1.0000  Y
1431  0x00000004  0x09009009              0.1250              0.1250    1.0000  Y
1432  0x00000004  0x09005005              0.1250              0.1250    1.0000  Y
1433  0x00000004  0x09001001             -0.1250             -0.1250    1.0000  Y
1434  0x00000004  0x0500D00D              0.1250              0.1250    1.0000  Y
1435  0x00000004  0x05009009              0.1250              0.1250    1.0000  Y
1436  0x00000004  0x0100D00D             -0.1250             -0.1250    1.0000  Y
1437  0x00000004  0x01009009             -0.1250             -0.1250    1.0000  Y
1438  0x00000004  0x0C00C00C              0.1250              0.1250    1.0000  Y
1439  0x00000004  0x0C00B00B              0.1250              0.1250    1.0000  Y
1440  0x00000004  0x0B00C00C              0.1250              0.1250    1.0000  Y
1441  0x00000004  0x0B00B00B              0.1250              0.1250    1.0000  Y
1442  0x00000004  0x0E00E00E             -0.1250             -0.1250    1.0000  Y
1443  0x00000004  0x0E004004              0.1250              0.1250    1.0000  Y
1444  0x00000004  0x0400E00E              0.1250              0.1250    1.0000  Y
1445  0x00000004  0x04004004             -0.1250             -0.1250    1.0000  Y
1446  0x00000004  0x07001001             -0.0938             -0.0938    0.5850  Y
1447  0x00000004  0x06005005             -0.0938             -0.0938    0.5850  Y
1448  0x00000004  0x06001001             -0.0938             -0.0938    0.5850  Y
1449  0x00000004  0x05006006             -0.0938             -0.0938    0.5850  Y
1450  0x00000004  0x05003003              0.0938              0.0938    0.5850  Y
1451  0x00000004  0x03005005              0.0938              0.0938    0.5850  Y
1452  0x00000004  0x01007007             -0.0938             -0.0938    0.5850  Y
1453  0x00000004  0x01006006             -0.0938             -0.0938    0.5850  Y
1454  0x00000004  0x05005005              0.2500              0.2500    2.0000  Y
1455  0x00000004  0x01001001              0.2500              0.2500    2.0000  Y
1456  0x00000005  0x0E00E00E             -0.1250             -0.1250    1.0000  Y
1457  0x00000005  0x0E004004             -0.1250             -0.1250    1.0000  Y
1458  0x00000005  0x0400E00E             -0.1250             -0.1250    1.0000  Y
1459  0x00000005  0x04004004             -0.1250             -0.1250    1.0000  Y
1460  0x00000005  0x03001001              0.0938              0.0938    0.5850  Y
1461  0x00000005  0x01003003              0.0938              0.0938    0.5850  Y
1462  0x00000005  0x07005005             -0.1250             -0.1250    1.0000  Y
1463  0x00000005  0x05007007             -0.1250             -0.1250    1.0000  Y
1464  0x00000005  0x06005005             -0.0938             -0.0938    0.5850  Y
1465  0x00000005  0x06001001             -0.0938             -0.0938    0.5850  Y
1466  0x00000005  0x05006006             -0.0938             -0.0938    0.5850  Y
1467  0x00000005  0x05001001              0.1875              0.1875    1.5850  Y
1468  0x00000005  0x01006006             -0.0938             -0.0938    0.5850  Y
1469  0x00000005  0x01005005              0.1875              0.1875    1.5850  Y
1470  0x00000005  0x08008008             -0.1250             -0.1250    1.0000  Y
1471  0x00000005  0x03002002              0.0938              0.0938    0.5850  Y
1472  0x00000005  0x02003003              0.0938              0.0938    0.5850  Y
1473  0x00000006  0x0D005005             -0.1250             -0.1250    1.0000  Y
1474  0x00000006  0x0D001001              0.1250              0.1250    1.0000  Y
1475  0x00000006  0x09005005             -0.1250             -0.1250    1.0000  Y
1476  0x00000006  0x09001001              0.1250              0.1250    1.0000  Y
1477  0x00000006  0x0500D00D             -0.1250             -0.1250    1.0000  Y
1478  0x00000006  0x05009009             -0.1250             -0.1250    1.0000  Y
1479  0x00000006  0x0100D00D              0.1250              0.1250    1.0000  Y
1480  0x00000006  0x01009009              0.1250              0.1250    1.0000  Y
1481  0x00000006  0x0C00C00C              0.1250              0.1250    1.0000  Y
1482  0x00000006  0x0C003003              0.1250              0.1250    1.0000  Y
1483  0x00000006  0x0300C00C              0.1250              0.1250    1.0000  Y
1484  0x00000006  0x05005005             -0.1250             -0.1250    1.0000  Y
1485  0x00000006  0x05001001              0.1875              0.1875    1.5850  Y
1486  0x00000006  0x03001001             -0.0938             -0.0938    0.5850  Y
1487  0x00000006  0x01005005              0.1875              0.1875    1.5850  Y
1488  0x00000006  0x01003003             -0.0938             -0.0938    0.5850  Y
1489  0x00000006  0x01001001             -0.1250             -0.1250    1.0000  Y
1490  0x00000006  0x0E00E00E             -0.1250             -0.1250    1.0000  Y
1491  0x00000006  0x0E004004              0.1250              0.1250    1.0000  Y
1492  0x00000006  0x0400E00E              0.1250              0.1250    1.0000  Y
1493  0x00000006  0x04004004             -0.1250             -0.1250    1.0000  Y
1494  0x00000006  0x06003003             -0.0938             -0.0938    0.5850  Y
1495  0x00000006  0x03006006             -0.0938             -0.0938    0.5850  Y
1496  0x00000006  0x0D00D00D             -0.2500             -0.2500    2.0000  Y
1497  0x00000006  0x09009009             -0.2500             -0.2500    2.0000  Y
1498  0x00000007  0x06003003              0.0938              0.0938    0.5850  Y
1499  0x00000007  0x03006006              0.0938              0.0938    0.5850  Y
1500  0x00000007  0x06004004             -0.1250             -0.1250    1.0000  Y
1501  0x00000007  0x04006006             -0.1250             -0.1250    1.0000  Y
1502  0x00000007  0x04004004              0.1250              0.1250    1.0000  Y
1503  0x00000007  0x07007007              0.1250              0.1250    1.0000  Y
1504  0x00000007  0x0D009009             -0.1875             -0.1875    1.5850  Y
1505  0x00000007  0x0900D00D             -0.1875             -0.1875    1.5850  Y
1506  0x00000007  0x06006006              0.1875              0.1875    1.5850  Y
1507  0x00000007  0x06001001              0.0938              0.0938    0.5850  Y
1508  0x00000007  0x01006006              0.0938              0.0938    0.5850  Y
1509  0x00000007  0x08008008              0.1250              0.1250    1.0000  Y
1510  0x00000007  0x03002002              0.0938              0.0938    0.5850  Y
1511  0x00000007  0x02003003              0.0938              0.0938    0.5850  Y
1512  0x00000008  0x0F00A00A             -0.1250             -0.1250    1.0000  Y
1513  0x00000008  0x0F007007              0.1250              0.1250    1.0000  Y
1514  0x00000008  0x0A00F00F             -0.1250             -0.1250    1.0000  Y
1515  0x00000008  0x0A00A00A              0.1250              0.1250    1.0000  Y
1516  0x00000008  0x0A007007             -0.1250             -0.1250    1.0000  Y
1517  0x00000008  0x0A002002             -0.1250             -0.1250    1.0000  Y
1518  0x00000008  0x0700F00F              0.1250              0.1250    1.0000  Y
1519  0x00000008  0x0700A00A             -0.1250             -0.1250    1.0000  Y
1520  0x00000008  0x0200A00A             -0.1250             -0.1250    1.0000  Y
1521  0x00000008  0x06004004              0.1250              0.1250    1.0000  Y
1522  0x00000008  0x04006006              0.1250              0.1250    1.0000  Y
1523  0x00000008  0x04004004              0.1250              0.1250    1.0000  Y
1524  0x00000008  0x07002002              0.0938              0.0938    0.5850  Y
1525  0x00000008  0x02007007              0.0938              0.0938    0.5850  Y
1526  0x00000008  0x07007007              0.2188              0.2188    1.8074  Y
1527  0x00000008  0x06003003              0.0938              0.0938    0.5850  Y
1528  0x00000008  0x03006006              0.0938              0.0938    0.5850  Y
1529  0x00000008  0x0F002002              0.1562              0.1562    1.3219  Y
1530  0x00000008  0x0200F00F              0.1562              0.1562    1.3219  Y
1531  0x00000008  0x06006006              0.0938              0.0938    0.5850  Y
1532  0x00000008  0x02002002              0.0938              0.0938    0.5850  Y
1533  0x00000008  0x0C00C00C             -0.1250             -0.1250    1.0000  Y
1534  0x00000009  0x0E00E00E             -0.1250             -0.1250    1.0000  Y
1535  0x00000009  0x0E004004             -0.1250             -0.1250    1.0000  Y
1536  0x00000009  0x0400E00E             -0.1250             -0.1250    1.0000  Y
1537  0x00000009  0x07004004              0.1250              0.1250    1.0000  Y
1538  0x00000009  0x05004004              0.1250              0.1250    1.0000  Y
1539  0x00000009  0x04007007              0.1250              0.1250    1.0000  Y
1540  0x00000009  0x04005005              0.1250              0.1250    1.0000  Y
1541  0x00000009  0x04001001             -0.1250             -0.1250    1.0000  Y
1542  0x00000009  0x01004004             -0.1250             -0.1250    1.0000  Y
1543  0x00000009  0x06004004             -0.1250             -0.1250    1.0000  Y
1544  0x00000009  0x04006006             -0.1250             -0.1250    1.0000  Y
1545  0x00000009  0x06003003              0.0938              0.0938    0.5850  Y
1546  0x00000009  0x03006006              0.0938              0.0938    0.5850  Y
1547  0x00000009  0x03001001              0.0938              0.0938    0.5850  Y
1548  0x00000009  0x01003003              0.0938              0.0938    0.5850  Y
1549  0x00000009  0x03002002             -0.0938             -0.0938    0.5850  Y
1550  0x00000009  0x02003003             -0.0938             -0.0938    0.5850  Y
1551  0x00000009  0x06006006              0.0938              0.0938    0.5850  Y
1552  0x00000009  0x05001001             -0.0938             -0.0938    0.5850  Y
1553  0x00000009  0x01005005             -0.0938             -0.0938    0.5850  Y
1554  0x00000009  0x0B002002              0.0938              0.0938    0.5850  Y
1555  0x00000009  0x0200B00B              0.0938              0.0938    0.5850  Y
1556  0x00000009  0x0C00C00C             -0.1250             -0.1250    1.0000  Y
1557  0x0000000A  0x0F00A00A              0.1250              0.1250    1.0000  Y
1558  0x0000000A  0x0F007007             -0.1250             -0.1250    1.0000  Y
1559  0x0000000A  0x0A00F00F              0.1250              0.1250    1.0000  Y
1560  0x0000000A  0x0A00A00A             -0.1250             -0.1250    1.0000  Y
1561  0x0000000A  0x0A007007              0.1250              0.1250    1.0000  Y
1562  0x0000000A  0x0A002002              0.1250              0.1250    1.0000  Y
1563  0x0000000A  0x0700F00F             -0.1250             -0.1250    1.0000  Y
1564  0x0000000A  0x0700A00A              0.1250              0.1250    1.0000  Y
1565  0x0000000A  0x0200A00A              0.1250              0.1250    1.0000  Y
1566  0x0000000A  0x06004004              0.1250              0.1250    1.0000  Y
1567  0x0000000A  0x04006006              0.1250              0.1250    1.0000  Y
1568  0x0000000A  0x04004004              0.1250              0.1250    1.0000  Y
1569  0x0000000A  0x07006006             -0.0938             -0.0938    0.5850  Y
1570  0x0000000A  0x07002002             -0.0938             -0.0938    0.5850  Y
1571  0x0000000A  0x06007007             -0.0938             -0.0938    0.5850  Y
1572  0x0000000A  0x02007007             -0.0938             -0.0938    0.5850  Y
1573  0x0000000A  0x07007007             -0.1562             -0.1562    1.3219  Y
1574  0x0000000A  0x06003003              0.0938              0.0938    0.5850  Y
1575  0x0000000A  0x03006006              0.0938              0.0938    0.5850  Y
1576  0x0000000A  0x0F002002             -0.1562             -0.1562    1.3219  Y
1577  0x0000000A  0x0200F00F             -0.1562             -0.1562    1.3219  Y
1578  0x0000000A  0x06006006              0.0938              0.0938    0.5850  Y
1579  0x0000000A  0x02002002             -0.1562             -0.1562    1.3219  Y
1580  0x0000000A  0x0C00C00C             -0.1250             -0.1250    1.0000  Y
1581  0x0000000B  0x0C007007              0.1250              0.1250    1.0000  Y
1582  0x0000000B  0x08006006              0.1250              0.1250    1.0000  Y
1583  0x0000000B  0x08003003             -0.1250             -0.1250    1.0000  Y
1584  0x0000000B  0x0700C00C              0.1250              0.1250    1.0000  Y
1585  0x0000000B  0x06008008              0.1250              0.1250    1.0000  Y
1586  0x0000000B  0x03008008             -0.1250             -0.1250    1.0000  Y
1587  0x0000000B  0x0C008008              0.2500              0.2500    2.0000  Y
1588  0x0000000B  0x0800C00C              0.2500              0.2500    2.0000  Y
1589  0x0000000B  0x03003003              0.1250              0.1250    1.0000  Y
1590  0x0000000B  0x05005005              0.0938              0.0938    0.5850  Y
1591  0x0000000B  0x02002002              0.0938              0.0938    0.5850  Y
1592  0x0000000B  0x01001001              0.0938              0.0938    0.5850  Y
1593  0x0000000B  0x0C002002             -0.1250             -0.1250    1.0000  Y
1594  0x0000000B  0x0200C00C             -0.1250             -0.1250    1.0000  Y
1595  0x0000000B  0x0C00C00C              0.1250              0.1250    1.0000  Y
1596  0x0000000B  0x0B00B00B              0.1250              0.1250    1.0000  Y
1597  0x0000000C  0x0F00A00A              0.1250              0.1250    1.0000  Y
1598  0x0000000C  0x0F007007             -0.1250             -0.1250    1.0000  Y
1599  0x0000000C  0x0A00F00F              0.1250              0.1250    1.0000  Y
1600  0x0000000C  0x0A007007              0.1250              0.1250    1.0000  Y
1601  0x0000000C  0x0700F00F             -0.1250             -0.1250    1.0000  Y
1602  0x0000000C  0x0700A00A              0.1250              0.1250    1.0000  Y
1603  0x0000000C  0x0B00A00A              0.1250              0.1250    1.0000  Y
1604  0x0000000C  0x0B003003             -0.1250             -0.1250    1.0000  Y
1605  0x0000000C  0x0A00B00B              0.1250              0.1250    1.0000  Y
1606  0x0000000C  0x0A003003             -0.1250             -0.1250    1.0000  Y
1607  0x0000000C  0x0A002002              0.2500              0.2500    2.0000  Y
1608  0x0000000C  0x0300B00B             -0.1250             -0.1250    1.0000  Y
1609  0x0000000C  0x0300A00A             -0.1250             -0.1250    1.0000  Y
1610  0x0000000C  0x0200A00A              0.2500              0.2500    2.0000  Y
1611  0x0000000C  0x07002002             -0.1562             -0.1562    1.3219  Y
1612  0x0000000C  0x02007007             -0.1562             -0.1562    1.3219  Y
1613  0x0000000C  0x03002002             -0.0938             -0.0938    0.5850  Y
1614  0x0000000C  0x02003003             -0.0938             -0.0938    0.5850  Y
1615  0x0000000C  0x03003003              0.1875              0.1875    1.5850  Y
1616  0x0000000C  0x0F002002             -0.0938             -0.0938    0.5850  Y
1617  0x0000000C  0x0200F00F             -0.0938             -0.0938    0.5850  Y
1618  0x0000000C  0x0F00F00F             -0.1875             -0.1875    1.5850  Y
1619  0x0000000C  0x0B002002              0.1562              0.1562    1.3219  Y
1620  0x0000000C  0x0200B00B              0.1562              0.1562    1.3219  Y
1621  0x0000000D  0x0E00E00E             -0.1250             -0.1250    1.0000  Y
1622  0x0000000D  0x0E004004             -0.1250             -0.1250    1.0000  Y
1623  0x0000000D  0x0400E00E             -0.1250             -0.1250    1.0000  Y
1624  0x0000000D  0x04003003              0.1250              0.1250    1.0000  Y
1625  0x0000000D  0x03004004              0.1250              0.1250    1.0000  Y
1626  0x0000000D  0x06004004              0.1250              0.1250    1.0000  Y
1627  0x0000000D  0x04006006              0.1250              0.1250    1.0000  Y
1628  0x0000000D  0x04004004             -0.2500             -0.2500    2.0000  Y
1629  0x0000000D  0x06003003             -0.0938             -0.0938    0.5850  Y
1630  0x0000000D  0x03006006             -0.0938             -0.0938    0.5850  Y
1631  0x0000000D  0x03002002              0.0938              0.0938    0.5850  Y
1632  0x0000000D  0x02003003              0.0938              0.0938    0.5850  Y
1633  0x0000000D  0x06006006             -0.1250             -0.1250    1.0000  Y
1634  0x0000000D  0x06005005              0.0938              0.0938    0.5850  Y
1635  0x0000000D  0x05006006              0.0938              0.0938    0.5850  Y
1636  0x0000000D  0x0B00B00B             -0.1250             -0.1250    1.0000  Y
1637  0x0000000E  0x0F00A00A              0.1250              0.1250    1.0000  Y
1638  0x0000000E  0x0F007007             -0.1250             -0.1250    1.0000  Y
1639  0x0000000E  0x0A00F00F              0.1250              0.1250    1.0000  Y
1640  0x0000000E  0x0A007007              0.1250              0.1250    1.0000  Y
1641  0x0000000E  0x0700F00F             -0.1250             -0.1250    1.0000  Y
1642  0x0000000E  0x0700A00A              0.1250              0.1250    1.0000  Y
1643  0x0000000E  0x0B00A00A             -0.1250             -0.1250    1.0000  Y
1644  0x0000000E  0x0B003003              0.1250              0.1250    1.0000  Y
1645  0x0000000E  0x0A00B00B             -0.1250             -0.1250    1.0000  Y
1646  0x0000000E  0x0A00A00A             -0.2500             -0.2500    2.0000  Y
1647  0x0000000E  0x0A003003              0.1250              0.1250    1.0000  Y
1648  0x0000000E  0x0300B00B              0.1250              0.1250    1.0000  Y
1649  0x0000000E  0x0300A00A              0.1250              0.1250    1.0000  Y
1650  0x0000000E  0x07002002             -0.1562             -0.1562    1.3219  Y
1651  0x0000000E  0x02007007             -0.1562             -0.1562    1.3219  Y
1652  0x0000000E  0x03002002              0.0938              0.0938    0.5850  Y
1653  0x0000000E  0x02003003              0.0938              0.0938    0.5850  Y
1654  0x0000000E  0x03003003             -0.1875             -0.1875    1.5850  Y
1655  0x0000000E  0x0F002002             -0.0938             -0.0938    0.5850  Y
1656  0x0000000E  0x0200F00F             -0.0938             -0.0938    0.5850  Y
1657  0x0000000E  0x0F00F00F             -0.1875             -0.1875    1.5850  Y
1658  0x0000000E  0x02002002             -0.2500             -0.2500    2.0000  Y
1659  0x0000000E  0x0B002002             -0.1562             -0.1562    1.3219  Y
1660  0x0000000E  0x0200B00B             -0.1562             -0.1562    1.3219  Y
1661  0x0000000F  0x08007007             -0.1250             -0.1250    1.0000  Y
1662  0x0000000F  0x07008008             -0.1250             -0.1250    1.0000  Y
1663  0x0000000F  0x07007007              0.1250              0.1250    1.0000  Y
1664  0x0000000F  0x08002002              0.1250              0.1250    1.0000  Y
1665  0x0000000F  0x02008008              0.1250              0.1250    1.0000  Y
1666  0x0000000F  0x0F00F00F              0.1250              0.1250    1.0000  Y
1667  0x0000000F  0x0F008008             -0.1250             -0.1250    1.0000  Y
1668  0x0000000F  0x0800F00F             -0.1250             -0.1250    1.0000  Y
1669  0x0000000F  0x08008008              0.2500              0.2500    2.0000  Y
1670  0x0000000F  0x03002002              0.0938              0.0938    0.5850  Y
1671  0x0000000F  0x02003003              0.0938              0.0938    0.5850  Y
1672  0x0000000F  0x06005005              0.0938              0.0938    0.5850  Y
1673  0x0000000F  0x06001001              0.0938              0.0938    0.5850  Y
1674  0x0000000F  0x05006006              0.0938              0.0938    0.5850  Y
1675  0x0000000F  0x05005005              0.1250              0.1250    1.0000  Y
1676  0x0000000F  0x01006006              0.0938              0.0938    0.5850  Y
1677  0x0000000F  0x01001001              0.1250              0.1250    1.0000  Y
1678  0x0000000F  0x0B00B00B             -0.1250             -0.1250    1.0000  Y
r=2: count=1678, sum=1786.3490, max=4.0000, min=0.1699, avg=1.0646

=== r = 3 ===
No  u           v           VE                 VT                 Score   Exact?
  1  0x10000000  0xDDD00505             -0.0312             -0.0312    1.0000  Y
  2  0x10000000  0xDDD00101              0.0312              0.0312    1.0000  Y
  3  0x10000000  0xD9940505             -0.0312             -0.0312    1.0000  Y
  4  0x10000000  0xD9940101              0.0312              0.0312    1.0000  Y
  5  0x10000000  0xD5580D0D             -0.0312             -0.0312    1.0000  Y
  6  0x10000000  0xD5580909             -0.0312             -0.0312    1.0000  Y
  7  0x10000000  0xD5580505             -0.0312             -0.0312    1.0000  Y
  8  0x10000000  0xD5580101              0.0312              0.0312    1.0000  Y
  9  0x10000000  0xD11C0D0D              0.0312              0.0312    1.0000  Y
 10  0x10000000  0xD11C0909              0.0312              0.0312    1.0000  Y
