# Valid estimates generated by sparse beam search plus MITM verification
# Format required by the problem statement: @(r, u, v, VE, VT)
@(5, 0x00000001, 0x00EEEF1F, -0.000167846679688, -0.000167846679688)
@(5, 0x00600000, 0x00880180, 0.000160217285156, 0.000160217285156)
@(5, 0x00600000, 0x00880189, 0.000160217285156, 0.000160217285156)
@(5, 0x00600000, 0x00880780, 0.000160217285156, 0.000160217285156)
@(5, 0x00600000, 0x0088078F, 0.000160217285156, 0.000160217285156)
@(5, 0x00600000, 0x00880887, 0.000160217285156, 0.000160217285156)
@(5, 0x00600000, 0x0088088F, -0.000160217285156, -0.000160217285156)
@(5, 0x00600000, 0x00880F80, -0.000160217285156, -0.000160217285156)
@(5, 0x00600000, 0x00880F87, -0.000160217285156, -0.000160217285156)
@(5, 0x00600000, 0x07FF0880, -0.000160217285156, -0.000160217285156)
@(5, 0x00600000, 0x07FF0887, -0.000160217285156, -0.000160217285156)
@(5, 0x00000001, 0x00444240, 0.000156402587891, 0.000156402587891)
@(5, 0x00000001, 0x00446042, 0.000156402587891, 0.000156402587891)
@(5, 0x00000001, 0x00446242, -0.000156402587891, -0.000156402587891)
@(5, 0x00000001, 0x00664040, -0.000156402587891, -0.000156402587891)
@(5, 0x00000001, 0x00664240, 0.000156402587891, 0.000156402587891)
@(5, 0x00000001, 0x00666042, 0.000156402587891, 0.000156402587891)
@(5, 0x00000001, 0x00666242, -0.000156402587891, -0.000156402587891)
@(5, 0x00000009, 0x842A408C, -0.000156402587891, -0.000156402587891)
@(5, 0x00000009, 0x842A608E, -0.000156402587891, -0.000156402587891)
@(5, 0x00010000, 0x40400066, -0.000156402587891, -0.000156402587891)
@(5, 0x00010000, 0x40400244, 0.000156402587891, 0.000156402587891)
@(5, 0x00010000, 0x40400266, 0.000156402587891, 0.000156402587891)
@(5, 0x00010000, 0x42400044, 0.000156402587891, 0.000156402587891)
@(5, 0x00010000, 0x42400066, 0.000156402587891, 0.000156402587891)
@(5, 0x00010000, 0x42400244, -0.000156402587891, -0.000156402587891)
@(5, 0x00010000, 0x42400266, -0.000156402587891, -0.000156402587891)
@(5, 0x00010000, 0x60420044, 0.000156402587891, 0.000156402587891)
@(5, 0x00010000, 0x60420066, 0.000156402587891, 0.000156402587891)
@(5, 0x00010000, 0x60420244, -0.000156402587891, -0.000156402587891)
@(5, 0x00050000, 0x708F0088, 0.000154495239258, 0.000154495239258)
@(5, 0x00050000, 0x708F0F88, -0.000154495239258, -0.000154495239258)
@(5, 0x00050000, 0x80800F88, 0.000154495239258, 0.000154495239258)
@(5, 0x00000005, 0x008877F8, -0.000152587890625, -0.000152587890625)
@(5, 0x00000005, 0x00888080, -0.000152587890625, -0.000152587890625)
@(5, 0x00000005, 0x008887F7, 0.000152587890625, 0.000152587890625)
@(5, 0x00000005, 0x0F8877F8, 0.000152587890625, 0.000152587890625)
@(5, 0x00000005, 0x0F8887F7, -0.000152587890625, -0.000152587890625)
@(5, 0x00000070, 0x04400244, 0.000152587890625, 0.000152587890625)
@(5, 0x00000070, 0x04400266, 0.000152587890625, 0.000152587890625)
@(5, 0x00000070, 0x04420244, 0.000152587890625, 0.000152587890625)
@(5, 0x00000070, 0x04420266, 0.000152587890625, 0.000152587890625)
@(5, 0x00000070, 0x04600244, 0.000152587890625, 0.000152587890625)
@(5, 0x00000070, 0x04600266, 0.000152587890625, 0.000152587890625)
@(5, 0x00000070, 0x04620244, 0.000152587890625, 0.000152587890625)
@(5, 0x00000070, 0x04620266, 0.000152587890625, 0.000152587890625)
@(5, 0x00000070, 0x06400044, 0.000152587890625, 0.000152587890625)
@(5, 0x00000070, 0x06400066, 0.000152587890625, 0.000152587890625)
@(5, 0x00000090, 0x044808CC, 0.000152587890625, 0.000152587890625)
@(5, 0x000000D0, 0x04400244, -0.000152587890625, -0.000152587890625)
@(5, 0x000000D0, 0x04400266, -0.000152587890625, -0.000152587890625)
@(5, 0x000000D0, 0x04420244, -0.000152587890625, -0.000152587890625)
@(5, 0x000000D0, 0x04420266, -0.000152587890625, -0.000152587890625)
@(5, 0x000000D0, 0x04600244, -0.000152587890625, -0.000152587890625)
@(5, 0x000000D0, 0x04600266, -0.000152587890625, -0.000152587890625)
@(5, 0x000000D0, 0x04620244, -0.000152587890625, -0.000152587890625)
@(5, 0x000000D0, 0x04620266, -0.000152587890625, -0.000152587890625)
@(5, 0x000000D0, 0x06400044, -0.000152587890625, -0.000152587890625)
@(5, 0x000000D0, 0x06400066, -0.000152587890625, -0.000152587890625)
@(5, 0x00003000, 0x80887788, 0.000152587890625, 0.000152587890625)
@(5, 0x00003000, 0x80887877, -0.000152587890625, -0.000152587890625)
@(5, 0x00003000, 0x80888787, -0.000152587890625, -0.000152587890625)
@(5, 0x00003000, 0x80888878, 0.000152587890625, 0.000152587890625)
@(5, 0x00003000, 0x8F877788, -0.000152587890625, -0.000152587890625)
@(5, 0x00003000, 0x8F877877, 0.000152587890625, 0.000152587890625)
@(5, 0x00003000, 0x8F878787, 0.000152587890625, 0.000152587890625)
@(5, 0x00003000, 0x8F878878, -0.000152587890625, -0.000152587890625)
@(5, 0x00007000, 0x80887788, 0.000152587890625, 0.000152587890625)
@(5, 0x00007000, 0x80887877, -0.000152587890625, -0.000152587890625)
@(5, 0x00007000, 0x80888787, -0.000152587890625, -0.000152587890625)
@(5, 0x00007000, 0x80888878, 0.000152587890625, 0.000152587890625)
@(5, 0x00007000, 0x8F877788, -0.000152587890625, -0.000152587890625)
@(5, 0x00007000, 0x8F877877, 0.000152587890625, 0.000152587890625)
@(5, 0x00007000, 0x8F878787, 0.000152587890625, 0.000152587890625)
@(5, 0x00007000, 0x8F878878, -0.000152587890625, -0.000152587890625)
@(5, 0x00090000, 0x852A708F, -0.000152587890625, -0.000152587890625)
@(5, 0x00090000, 0x852A77F8, 0.000152587890625, 0.000152587890625)
@(5, 0x00100000, 0x00220A20, 0.000152587890625, 0.000152587890625)
@(5, 0x00100000, 0x00220A28, 0.000152587890625, 0.000152587890625)
@(5, 0x00700000, 0x00440640, 0.000152587890625, 0.000152587890625)
@(5, 0x00700000, 0x00440642, 0.000152587890625, 0.000152587890625)
@(5, 0x00700000, 0x00440660, 0.000152587890625, 0.000152587890625)
@(5, 0x00700000, 0x00440662, 0.000152587890625, 0.000152587890625)
@(5, 0x00700000, 0x00660640, 0.000152587890625, 0.000152587890625)
@(5, 0x00700000, 0x00660642, 0.000152587890625, 0.000152587890625)
@(5, 0x00700000, 0x00660660, 0.000152587890625, 0.000152587890625)
@(5, 0x00700000, 0x00660662, 0.000152587890625, 0.000152587890625)
@(5, 0x00700000, 0x02440440, 0.000152587890625, 0.000152587890625)
@(5, 0x00700000, 0x02440442, 0.000152587890625, 0.000152587890625)
@(5, 0x00D00000, 0x00440640, -0.000152587890625, -0.000152587890625)
@(5, 0x00D00000, 0x00440642, -0.000152587890625, -0.000152587890625)
@(5, 0x00D00000, 0x00440660, -0.000152587890625, -0.000152587890625)
@(5, 0x00D00000, 0x00440662, -0.000152587890625, -0.000152587890625)
@(5, 0x00D00000, 0x00660640, -0.000152587890625, -0.000152587890625)
@(5, 0x00D00000, 0x00660642, -0.000152587890625, -0.000152587890625)
@(5, 0x00D00000, 0x00660660, -0.000152587890625, -0.000152587890625)
@(5, 0x00D00000, 0x00660662, -0.000152587890625, -0.000152587890625)
@(5, 0x00D00000, 0x02440440, -0.000152587890625, -0.000152587890625)
@(5, 0x00D00000, 0x02440442, -0.000152587890625, -0.000152587890625)
@(5, 0xE0000000, 0x2223A02A, 0.000152587890625, 0.000152587890625)
@(5, 0xE0000000, 0x2223A0AA, 0.000152587890625, 0.000152587890625)
@(5, 0xE0000000, 0x2227A02A, -0.000152587890625, -0.000152587890625)
@(5, 0xE0000000, 0x2227A0AA, 0.000152587890625, 0.000152587890625)
@(5, 0xE0000000, 0x222A30A3, -0.000152587890625, -0.000152587890625)
@(5, 0xE0000000, 0x222A70A7, -0.000152587890625, -0.000152587890625)
@(5, 0x00050000, 0x10890088, 0.000147819519043, 0.000147819519043)
@(5, 0x000B0000, 0x40AE4040, -0.000144958496094, -0.000144958496094)
@(5, 0x00050000, 0x80800788, -0.000141143798828, -0.000141143798828)
@(5, 0x00050000, 0x8F7F0788, 0.000141143798828, 0.000141143798828)
@(5, 0x00050000, 0xF0870088, -0.000141143798828, -0.000141143798828)
@(5, 0x00050000, 0xF0870788, 0.000141143798828, 0.000141143798828)
@(5, 0x00050000, 0xFF780088, 0.000141143798828, 0.000141143798828)
@(5, 0x90000000, 0x808F7087, -0.000140190124512, -0.000140190124512)
@(5, 0x90000000, 0x838C7087, -0.000140190124512, -0.000140190124512)
@(5, 0x90000000, 0x87877087, -0.000140190124512, -0.000140190124512)
@(5, 0x90000000, 0x87887087, 0.000140190124512, 0.000140190124512)
@(5, 0x90000000, 0x88877087, 0.000140190124512, 0.000140190124512)
@(5, 0x90000000, 0x88887087, -0.000140190124512, -0.000140190124512)
@(5, 0x90000000, 0x8C8C7087, 0.000140190124512, 0.000140190124512)
@(5, 0x90000000, 0x8F8F7087, 0.000140190124512, 0.000140190124512)
@(5, 0x00000005, 0x00888919, -0.000137329101562, -0.000137329101562)
@(5, 0x00000010, 0x00410155, -0.000137329101562, -0.000137329101562)
@(5, 0x00000010, 0x00410511, 0.000137329101562, 0.000137329101562)
@(5, 0x00000010, 0x00410799, 0.000137329101562, 0.000137329101562)
@(5, 0x00000010, 0x00410B55, 0.000137329101562, 0.000137329101562)
@(5, 0x00000010, 0x00410D99, -0.000137329101562, -0.000137329101562)
@(5, 0x00000010, 0x00410F11, -0.000137329101562, -0.000137329101562)
@(5, 0x00000010, 0x00450155, -0.000137329101562, -0.000137329101562)
@(5, 0x00000010, 0x00450511, 0.000137329101562, 0.000137329101562)
@(5, 0x00000010, 0x00450799, 0.000137329101562, 0.000137329101562)
@(5, 0x00000010, 0x00450B55, 0.000137329101562, 0.000137329101562)
@(5, 0x00003000, 0x8088707F, 0.000137329101562, 0.000137329101562)
@(5, 0x00003000, 0x80887F80, -0.000137329101562, -0.000137329101562)
@(5, 0x00007000, 0x8088707F, 0.000137329101562, 0.000137329101562)
@(5, 0x00007000, 0x80887F80, -0.000137329101562, -0.000137329101562)
@(5, 0x00090000, 0x04CC8448, -0.000137329101562, -0.000137329101562)
@(5, 0x00090000, 0x04CC844A, -0.000137329101562, -0.000137329101562)
@(5, 0x00090000, 0x04CC8468, -0.000137329101562, -0.000137329101562)
@(5, 0x00090000, 0x04CC846A, -0.000137329101562, -0.000137329101562)
@(5, 0x00090000, 0x04CC8648, 0.000137329101562, 0.000137329101562)
@(5, 0x00090000, 0x04CC864A, 0.000137329101562, 0.000137329101562)
@(5, 0x00090000, 0x04CC8668, 0.000137329101562, 0.000137329101562)
@(5, 0x00090000, 0x04CC866A, 0.000137329101562, 0.000137329101562)
@(5, 0x70000000, 0x2223A02A, 0.000137329101562, 0.000137329101562)
@(5, 0x70000000, 0x2227A02A, -0.000137329101562, -0.000137329101562)
@(5, 0xC0000000, 0x46466046, -0.000131607055664, -0.000131607055664)
@(5, 0x00000030, 0x04400244, 0.000129699707031, 0.000129699707031)
@(5, 0x00000030, 0x04400266, 0.000129699707031, 0.000129699707031)
@(5, 0x00000030, 0x04420244, 0.000129699707031, 0.000129699707031)
@(5, 0x00000030, 0x04420266, 0.000129699707031, 0.000129699707031)
@(5, 0x00000030, 0x04600244, 0.000129699707031, 0.000129699707031)
@(5, 0x00000030, 0x04600266, 0.000129699707031, 0.000129699707031)
@(5, 0x00000030, 0x04620244, 0.000129699707031, 0.000129699707031)
@(5, 0x00000030, 0x04620266, 0.000129699707031, 0.000129699707031)
@(5, 0x00000030, 0x06400044, 0.000129699707031, 0.000129699707031)
@(5, 0x00000030, 0x06400066, 0.000129699707031, 0.000129699707031)
@(5, 0x00300000, 0x00440640, 0.000129699707031, 0.000129699707031)
@(5, 0x00300000, 0x00440642, 0.000129699707031, 0.000129699707031)
@(5, 0x00300000, 0x00440660, 0.000129699707031, 0.000129699707031)
@(5, 0x00300000, 0x00440662, 0.000129699707031, 0.000129699707031)
@(5, 0x00300000, 0x00660640, 0.000129699707031, 0.000129699707031)
@(5, 0x00300000, 0x00660642, 0.000129699707031, 0.000129699707031)
@(5, 0x00300000, 0x00660660, 0.000129699707031, 0.000129699707031)
@(5, 0x00300000, 0x00660662, 0.000129699707031, 0.000129699707031)
@(5, 0x00300000, 0x02440440, 0.000129699707031, 0.000129699707031)
@(5, 0x00300000, 0x02440442, 0.000129699707031, 0.000129699707031)
@(5, 0x00000002, 0x00444515, -0.000125885009766, -0.000125885009766)
@(5, 0x00000002, 0x0044EF1F, -0.000125885009766, -0.000125885009766)
@(5, 0x00000002, 0x00EE4515, -0.000125885009766, -0.000125885009766)
@(5, 0x00000002, 0x00EEEF1F, -0.000125885009766, -0.000125885009766)
@(5, 0x0000000B, 0x201318AB, -0.000123977661133, -0.000123977661133)
@(5, 0x0000000B, 0x201358AF, 0.000123977661133, 0.000123977661133)
@(5, 0x0000000B, 0x201398A3, 0.000123977661133, 0.000123977661133)
@(5, 0x0000000B, 0x205718AB, -0.000123977661133, -0.000123977661133)
@(5, 0x0000000B, 0x205758AF, 0.000123977661133, 0.000123977661133)
@(5, 0x0000000B, 0x205798A3, 0.000123977661133, 0.000123977661133)
@(5, 0xC0000000, 0x4E4EE04E, -0.000123739242554, -0.000123739242554)
@(5, 0x00000002, 0x00111145, -0.000122070312500, -0.000122070312500)
@(5, 0x00000002, 0x00111545, 0.000122070312500, 0.000122070312500)
@(5, 0x00000002, 0x001117EF, 0.000122070312500, 0.000122070312500)
@(5, 0x0000000C, 0x444404EE, 0.000122070312500, 0.000122070312500)
@(5, 0x0000000C, 0x444604EE, 0.000122070312500, 0.000122070312500)
@(5, 0x0000000C, 0x464404EE, -0.000122070312500, -0.000122070312500)
@(5, 0x0000000C, 0x464604EE, -0.000122070312500, -0.000122070312500)
@(5, 0x0000000C, 0x4CEC04EE, -0.000122070312500, -0.000122070312500)
@(5, 0x0000000C, 0x4CEE04EE, -0.000122070312500, -0.000122070312500)
@(5, 0x0000000C, 0x4EEC04EE, 0.000122070312500, 0.000122070312500)
@(5, 0x0000000C, 0x4EEE04EE, 0.000122070312500, 0.000122070312500)
@(5, 0x0000000C, 0x64440CEE, 0.000122070312500, 0.000122070312500)
@(5, 0x0000000C, 0x64460CEE, 0.000122070312500, 0.000122070312500)
@(5, 0x00000020, 0x022018AB, -0.000122070312500, -0.000122070312500)
@(5, 0x00000020, 0x022058AF, 0.000122070312500, 0.000122070312500)
@(5, 0x00000020, 0x022098A3, 0.000122070312500, 0.000122070312500)
@(5, 0x00000020, 0x022818AB, 0.000122070312500, 0.000122070312500)
@(5, 0x00000020, 0x022858AF, -0.000122070312500, -0.000122070312500)
@(5, 0x00000020, 0x022898A3, -0.000122070312500, -0.000122070312500)
@(5, 0x00000020, 0x08800088, -0.000122070312500, -0.000122070312500)
@(5, 0x00000020, 0x08840088, -0.000122070312500, -0.000122070312500)
@(5, 0x00000020, 0x08C000CC, -0.000122070312500, -0.000122070312500)
@(5, 0x00000020, 0x08C400CC, -0.000122070312500, -0.000122070312500)
@(5, 0x00000040, 0x00410155, 0.000122070312500, 0.000122070312500)
@(5, 0x00000040, 0x00410511, -0.000122070312500, -0.000122070312500)
@(5, 0x00000040, 0x00410799, -0.000122070312500, -0.000122070312500)
@(5, 0x00000040, 0x00410B55, -0.000122070312500, -0.000122070312500)
@(5, 0x00000040, 0x00410D99, 0.000122070312500, 0.000122070312500)
@(5, 0x00000040, 0x00410F11, 0.000122070312500, 0.000122070312500)
@(5, 0x00000040, 0x00450155, 0.000122070312500, 0.000122070312500)
@(5, 0x00000040, 0x00450511, -0.000122070312500, -0.000122070312500)
@(5, 0x00000040, 0x00450799, -0.000122070312500, -0.000122070312500)
@(5, 0x00000040, 0x00450B55, -0.000122070312500, -0.000122070312500)
@(5, 0x00000090, 0x00410155, 0.000122070312500, 0.000122070312500)
@(5, 0x00000090, 0x00410511, -0.000122070312500, -0.000122070312500)
@(5, 0x00000090, 0x00410799, -0.000122070312500, -0.000122070312500)
@(5, 0x00000090, 0x00410B55, -0.000122070312500, -0.000122070312500)
@(5, 0x00000090, 0x00410D99, 0.000122070312500, 0.000122070312500)
@(5, 0x00000090, 0x00410F11, 0.000122070312500, 0.000122070312500)
@(5, 0x00000090, 0x00450155, 0.000122070312500, 0.000122070312500)
@(5, 0x00000090, 0x00450511, -0.000122070312500, -0.000122070312500)
@(5, 0x00000090, 0x00450799, -0.000122070312500, -0.000122070312500)
@(5, 0x000000C0, 0x022008AA, -0.000122070312500, -0.000122070312500)
@(5, 0x000000C0, 0x022808AA, -0.000122070312500, -0.000122070312500)
@(5, 0x000000C0, 0x02A00822, -0.000122070312500, -0.000122070312500)
@(5, 0x000000C0, 0x02A80822, -0.000122070312500, -0.000122070312500)
@(5, 0x00008000, 0x88008884, 0.000122070312500, 0.000122070312500)
@(5, 0x00008000, 0x88008886, 0.000122070312500, 0.000122070312500)
@(5, 0x00008000, 0x88008A84, -0.000122070312500, -0.000122070312500)
@(5, 0x00008000, 0x88008A86, -0.000122070312500, -0.000122070312500)
@(5, 0x0000A000, 0x88008884, 0.000122070312500, 0.000122070312500)
@(5, 0x0000A000, 0x88008886, 0.000122070312500, 0.000122070312500)
@(5, 0x0000A000, 0x88008A84, -0.000122070312500, -0.000122070312500)
@(5, 0x0000A000, 0x88008A86, -0.000122070312500, -0.000122070312500)
@(5, 0x00020000, 0x10AB4140, -0.000122070312500, -0.000122070312500)
@(5, 0x00020000, 0x10AB4540, 0.000122070312500, 0.000122070312500)
@(5, 0x00020000, 0x10AB47EA, 0.000122070312500, 0.000122070312500)
@(5, 0x00020000, 0x10AB4BEA, 0.000122070312500, 0.000122070312500)
@(5, 0x00020000, 0x10AB4D40, -0.000122070312500, -0.000122070312500)
@(5, 0x00020000, 0x10AB4FEA, -0.000122070312500, -0.000122070312500)
@(5, 0x000B0000, 0x01442222, -0.000122070312500, -0.000122070312500)
@(5, 0x000B0000, 0x01442227, -0.000122070312500, -0.000122070312500)
@(5, 0x000B0000, 0x0144222A, -0.000122070312500, -0.000122070312500)
@(5, 0x000B0000, 0x01442722, -0.000122070312500, -0.000122070312500)
@(5, 0x000B0000, 0x01442727, -0.000122070312500, -0.000122070312500)
@(5, 0x000B0000, 0x01442A22, 0.000122070312500, 0.000122070312500)
@(5, 0x000B0000, 0x01442A2A, 0.000122070312500, 0.000122070312500)
@(5, 0x000B0000, 0x01442F27, 0.000122070312500, 0.000122070312500)
@(5, 0x000B0000, 0x01442F2A, 0.000122070312500, 0.000122070312500)
@(5, 0x000C0000, 0x04EE4444, 0.000122070312500, 0.000122070312500)
@(5, 0x000C0000, 0x04EE4446, 0.000122070312500, 0.000122070312500)
@(5, 0x000C0000, 0x04EE4644, -0.000122070312500, -0.000122070312500)
@(5, 0x000C0000, 0x04EE4646, -0.000122070312500, -0.000122070312500)
@(5, 0x000C0000, 0x04EE4CEC, -0.000122070312500, -0.000122070312500)
@(5, 0x000C0000, 0x04EE4CEE, -0.000122070312500, -0.000122070312500)
@(5, 0x000C0000, 0x04EE4EEC, 0.000122070312500, 0.000122070312500)
@(5, 0x000C0000, 0x04EE4EEE, 0.000122070312500, 0.000122070312500)
@(5, 0x00200000, 0x00221A21, -0.000122070312500, -0.000122070312500)
@(5, 0x00200000, 0x00221A29, -0.000122070312500, -0.000122070312500)
@(5, 0x00200000, 0x00225A25, 0.000122070312500, 0.000122070312500)
@(5, 0x00200000, 0x00225A2D, 0.000122070312500, 0.000122070312500)
@(5, 0x00200000, 0x00880880, -0.000122070312500, -0.000122070312500)
@(5, 0x00200000, 0x00880884, -0.000122070312500, -0.000122070312500)
@(5, 0x00200000, 0x00CC08C0, -0.000122070312500, -0.000122070312500)
@(5, 0x00200000, 0x00CC08C4, -0.000122070312500, -0.000122070312500)
@(5, 0x00200000, 0x04880CC0, -0.000122070312500, -0.000122070312500)
@(5, 0x00200000, 0x04880CC4, -0.000122070312500, -0.000122070312500)
@(5, 0x00C00000, 0x00220A20, -0.000122070312500, -0.000122070312500)
@(5, 0x00C00000, 0x00220A28, -0.000122070312500, -0.000122070312500)
@(5, 0x30000000, 0x222AA0AA, -0.000122070312500, -0.000122070312500)
@(5, 0x30000000, 0x8788C08C, 0.000122070312500, 0.000122070312500)
@(5, 0x30000000, 0x8888C08C, -0.000122070312500, -0.000122070312500)
@(5, 0x70000000, 0x8788C08C, 0.000122070312500, 0.000122070312500)
@(5, 0x70000000, 0x8888C08C, -0.000122070312500, -0.000122070312500)
@(5, 0x000C0000, 0x095501B5, 0.000111103057861, 0.000111103057861)
@(5, 0x000C0000, 0x095501BF, 0.000111103057861, 0.000111103057861)
@(5, 0xC0000000, 0x414EC04C, -0.000109672546387, -0.000109672546387)
@(5, 0xC0000000, 0x464EC04C, -0.000109672546387, -0.000109672546387)
@(5, 0xC0000000, 0x4B44C04C, -0.000109672546387, -0.000109672546387)
@(5, 0xC0000000, 0x4C44C04C, -0.000109672546387, -0.000109672546387)
@(5, 0x00000050, 0x00410155, 0.000106811523438, 0.000106811523438)
@(5, 0x00000050, 0x00410511, -0.000106811523438, -0.000106811523438)
@(5, 0x00000050, 0x00410799, -0.000106811523438, -0.000106811523438)
@(5, 0x00000050, 0x00410B55, -0.000106811523438, -0.000106811523438)
@(5, 0x00000050, 0x00410D99, 0.000106811523438, 0.000106811523438)
@(5, 0x00000050, 0x00410F11, 0.000106811523438, 0.000106811523438)
@(5, 0x00000050, 0x00450155, 0.000106811523438, 0.000106811523438)
@(5, 0x00000050, 0x00450511, -0.000106811523438, -0.000106811523438)
@(5, 0x00000050, 0x00450799, -0.000106811523438, -0.000106811523438)
@(5, 0x00000050, 0x00450B55, -0.000106811523438, -0.000106811523438)
@(5, 0x60000000, 0x2223A02A, -0.000106811523438, -0.000106811523438)
@(5, 0xC0000000, 0x4646E04E, -0.000106811523438, -0.000106811523438)
@(5, 0xC0000000, 0x4E4E6046, -0.000106811523438, -0.000106811523438)
@(5, 0x00900000, 0x00CC0CC0, 0.000099182128906, 0.000099182128906)
@(5, 0x70000000, 0x22273023, 0.000099182128906, 0.000099182128906)
@(5, 0x00008000, 0x420621AD, -0.000091552734375, -0.000091552734375)
@(5, 0x00008000, 0x420625A9, 0.000091552734375, 0.000091552734375)
@(5, 0x00008000, 0x420627A1, 0.000091552734375, 0.000091552734375)
@(5, 0x00008000, 0x42062BAD, 0.000091552734375, 0.000091552734375)
@(5, 0x00008000, 0x42062DA1, -0.000091552734375, -0.000091552734375)
@(5, 0x00008000, 0x42062FA9, -0.000091552734375, -0.000091552734375)
@(5, 0x0000A000, 0x420621AD, 0.000091552734375, 0.000091552734375)
@(5, 0x0000A000, 0x420625A9, -0.000091552734375, -0.000091552734375)
@(5, 0x0000A000, 0x420627A1, -0.000091552734375, -0.000091552734375)
@(5, 0x0000A000, 0x42062BAD, -0.000091552734375, -0.000091552734375)
@(5, 0x0000A000, 0x42062DA1, 0.000091552734375, 0.000091552734375)
@(5, 0x0000A000, 0x42062FA9, 0.000091552734375, 0.000091552734375)
@(5, 0x0000B000, 0x10511014, 0.000091552734375, 0.000091552734375)
@(5, 0x0000B000, 0x10511050, 0.000091552734375, 0.000091552734375)
@(5, 0x0000B000, 0x1051125A, 0.000091552734375, 0.000091552734375)
@(5, 0x0000B000, 0x10511296, 0.000091552734375, 0.000091552734375)
@(5, 0x0000B000, 0x10511414, -0.000091552734375, -0.000091552734375)
@(5, 0x0000B000, 0x10511450, -0.000091552734375, -0.000091552734375)
@(5, 0x0000B000, 0x1051149C, -0.000091552734375, -0.000091552734375)
@(5, 0x0000B000, 0x1051161E, -0.000091552734375, -0.000091552734375)
@(5, 0x0000B000, 0x10511696, -0.000091552734375, -0.000091552734375)
@(5, 0x0000B000, 0x10511850, -0.000091552734375, -0.000091552734375)
@(5, 0x0000C000, 0x04044141, 0.000091552734375, 0.000091552734375)
@(5, 0x0000C000, 0x040441EB, 0.000091552734375, 0.000091552734375)
@(5, 0x0000E000, 0x02822AA0, 0.000091552734375, 0.000091552734375)
@(5, 0x0000E000, 0x02822AA4, -0.000091552734375, -0.000091552734375)
@(5, 0x00100000, 0x00220225, -0.000091552734375, -0.000091552734375)
@(5, 0x00100000, 0x00220720, -0.000091552734375, -0.000091552734375)
@(5, 0x00100000, 0x00220725, -0.000091552734375, -0.000091552734375)
@(5, 0x00100000, 0x00220F25, 0.000091552734375, 0.000091552734375)
@(5, 0x00100000, 0x00220F28, 0.000091552734375, 0.000091552734375)
@(5, 0x00100000, 0x00220F75, 0.000091552734375, 0.000091552734375)
@(5, 0x00100000, 0x00220F7D, 0.000091552734375, 0.000091552734375)
@(5, 0x00100000, 0x00330330, -0.000091552734375, -0.000091552734375)
@(5, 0x00400000, 0x00220A20, -0.000091552734375, -0.000091552734375)
@(5, 0x00400000, 0x00220A28, -0.000091552734375, -0.000091552734375)
@(5, 0x00400000, 0x00330330, 0.000091552734375, 0.000091552734375)
@(5, 0x00500000, 0x00220A20, 0.000091552734375, 0.000091552734375)
@(5, 0x00500000, 0x00220A28, 0.000091552734375, 0.000091552734375)
@(5, 0x00900000, 0x08440CC8, -0.000091552734375, -0.000091552734375)
@(5, 0x00900000, 0x08448448, 0.000091552734375, 0.000091552734375)
@(5, 0x30000000, 0x808F7087, -0.000091552734375, -0.000091552734375)
@(5, 0x30000000, 0x838C7087, -0.000091552734375, -0.000091552734375)
@(5, 0x30000000, 0x87877087, -0.000091552734375, -0.000091552734375)
@(5, 0x30000000, 0x87887087, 0.000091552734375, 0.000091552734375)
@(5, 0x30000000, 0x88877087, 0.000091552734375, 0.000091552734375)
@(5, 0x30000000, 0x88887087, -0.000091552734375, -0.000091552734375)
@(5, 0x30000000, 0x8C8C7087, 0.000091552734375, 0.000091552734375)
@(5, 0x40000000, 0x45467067, -0.000091552734375, -0.000091552734375)
@(5, 0x40000000, 0x45467245, -0.000091552734375, -0.000091552734375)
@(5, 0x60000000, 0x2222A02A, -0.000091552734375, -0.000091552734375)
@(5, 0x70000000, 0x808F7087, -0.000091552734375, -0.000091552734375)
@(5, 0x70000000, 0x838C7087, -0.000091552734375, -0.000091552734375)
@(5, 0x70000000, 0x87877087, -0.000091552734375, -0.000091552734375)
@(5, 0x70000000, 0x87887087, 0.000091552734375, 0.000091552734375)
@(5, 0x70000000, 0x88877087, 0.000091552734375, 0.000091552734375)
@(5, 0x80000000, 0x21A64CE8, -0.000091552734375, -0.000091552734375)
@(5, 0x80000000, 0x21AD4206, -0.000091552734375, -0.000091552734375)
@(5, 0x80000000, 0x2221AA00, -0.000091552734375, -0.000091552734375)
@(5, 0x80000000, 0x2225AA00, -0.000091552734375, -0.000091552734375)
@(5, 0x80000000, 0x2229AA00, -0.000091552734375, -0.000091552734375)
@(5, 0x80000000, 0x22A1A208, 0.000091552734375, 0.000091552734375)
@(5, 0xA0000000, 0x21A64CE8, 0.000091552734375, 0.000091552734375)
@(5, 0xA0000000, 0x21AD4206, 0.000091552734375, 0.000091552734375)
@(5, 0xA0000000, 0x2221AA00, 0.000091552734375, 0.000091552734375)
@(5, 0xA0000000, 0x2225AA00, 0.000091552734375, 0.000091552734375)
@(5, 0xA0000000, 0x2229AA00, 0.000091552734375, 0.000091552734375)
@(5, 0xA0000000, 0x22A1A208, -0.000091552734375, -0.000091552734375)
@(5, 0xB0000000, 0x41441041, -0.000091552734375, -0.000091552734375)
@(5, 0xB0000000, 0x414410E1, -0.000091552734375, -0.000091552734375)
@(5, 0xB0000000, 0x414412C3, 0.000091552734375, 0.000091552734375)
@(5, 0xB0000000, 0x414418C9, -0.000091552734375, -0.000091552734375)
