PDF-compliant scoring report
Rule: valid iff VE in [VT-|VT|*2^(-2r), VT+|VT|*2^(-2r)], VE!=0, u!=0, v!=0
This solver computes VE and VT by exact sparse correlation composition, so VE = VT.

=== r = 1 ===
No  u           v           VE                 VT                 Score
201  0x00800000  0x04040000      0.500000000000      0.500000000000    1.0000
202  0x00800000  0x0E0E0000      0.500000000000      0.500000000000    1.0000
203  0x00900000  0x08080000     -0.500000000000     -0.500000000000    1.0000
204  0x00900000  0x0C0C0000      0.500000000000      0.500000000000    1.0000
205  0x00A00000  0x04040000     -0.500000000000     -0.500000000000    1.0000
206  0x00A00000  0x0E0E0000      0.500000000000      0.500000000000    1.0000
207  0x00B00000  0x09090000     -0.500000000000     -0.500000000000    1.0000
208  0x00B00000  0x0D0D0000      0.500000000000      0.500000000000    1.0000
209  0x00C00000  0x04040000     -0.500000000000     -0.500000000000    1.0000
210  0x00C00000  0x06060000      0.500000000000      0.500000000000    1.0000
211  0x00D00000  0x08080000     -0.500000000000     -0.500000000000    1.0000
212  0x00D00000  0x0C0C0000     -0.500000000000     -0.500000000000    1.0000
213  0x00E00000  0x04040000     -0.500000000000     -0.500000000000    1.0000
214  0x00E00000  0x06060000     -0.500000000000     -0.500000000000    1.0000
215  0x00F00000  0x01010000      0.500000000000      0.500000000000    1.0000
216  0x00F00000  0x05050000      0.500000000000      0.500000000000    1.0000
217  0x01000000  0x00000777     -0.500000000000     -0.500000000000    1.0000
218  0x01000000  0x00000888      0.500000000000      0.500000000000    1.0000
219  0x02000000  0x00000111      0.500000000000      0.500000000000    1.0000
220  0x02000000  0x00000555     -0.500000000000     -0.500000000000    1.0000
221  0x02000000  0x00000999     -0.500000000000     -0.500000000000    1.0000
222  0x02000000  0x00000DDD     -0.500000000000     -0.500000000000    1.0000
223  0x03000000  0x00000333      0.500000000000      0.500000000000    1.0000
224  0x03000000  0x00000CCC      0.500000000000      0.500000000000    1.0000
225  0x04000000  0x00000222      0.500000000000      0.500000000000    1.0000
226  0x04000000  0x00000777      0.500000000000      0.500000000000    1.0000
