PDF-compliant scoring report (Way-2 approximation) [Optimized v2]
Rule: valid iff |VE-VT| <= |VT|*2^(-2r), VE!=0, u!=0, v!=0

=== r = 1 ===
No  u           v           VE                 VT                 Score   Exact?
1215  0x50000000  0x65530808             -0.0234             -0.0234    0.5850  Y
1216  0x50000000  0xF11E0808              0.0469              0.0469    1.5850  Y
1217  0x50000000  0x6FF90808              0.0469              0.0469    1.5850  Y
1218  0x50000000  0x72250202             -0.0234             -0.0234    0.5850  Y
1219  0x50000000  0x27750707             -0.0312             -0.0312    1.0000  Y
1220  0x50000000  0x22200707             -0.0234             -0.0234    0.5850  Y
1221  0x50000000  0xC66A0303             -0.0234             -0.0234    0.5850  Y
1222  0x50000000  0xC33F0303              0.0391              0.0391    1.3219  Y
1223  0x50000000  0xC22E0303              0.0234              0.0234    0.5850  Y
1224  0x50000000  0xF7780F0F             -0.0312             -0.0312    1.0000  Y
1225  0x50000000  0x822A0606             -0.0312             -0.0312    1.0000  Y
1226  0x50000000  0xA2280A0A             -0.0312             -0.0312    1.0000  Y
1227  0x50000000  0xA2280707              0.0312              0.0312    1.0000  Y
1228  0x50000000  0xF55A0F0F             -0.0469             -0.0469    1.5850  Y
1229  0x50000000  0x1FFE0F0F             -0.0469             -0.0469    1.5850  Y
1230  0x50000000  0x6CCA0303             -0.0234             -0.0234    0.5850  Y
1231  0x50000000  0x63350C0C             -0.0234             -0.0234    0.5850  Y
1232  0x50000000  0x2FFD0505              0.0234              0.0234    0.5850  Y
1233  0x50000000  0x62240808             -0.0312             -0.0312    1.0000  Y
1234  0x50000000  0x3CCF0202              0.0234              0.0234    0.5850  Y
1235  0x50000000  0x2FFD0808              0.0469              0.0469    1.5850  Y
1236  0x50000000  0x2FFD0707             -0.0312             -0.0312    1.0000  Y
1237  0x50000000  0x36650C0C             -0.0234             -0.0234    0.5850  Y
1238  0x50000000  0x33300C0C              0.0391              0.0391    1.3219  Y
1239  0x50000000  0x32210C0C              0.0234              0.0234    0.5850  Y
1240  0x50000000  0x2CCE0303              0.0234              0.0234    0.5850  Y
1241  0x50000000  0xFFF00505             -0.0469             -0.0469    1.5850  Y
1242  0x50000000  0x288A0606             -0.0312             -0.0312    1.0000  Y
1243  0x50000000  0xFFF00101             -0.0469             -0.0469    1.5850  Y
1244  0x50000000  0xF6690202              0.0234              0.0234    0.5850  Y
1245  0x50000000  0x26640808             -0.0312             -0.0312    1.0000  Y
1246  0x50000000  0x23310C0C              0.0234              0.0234    0.5850  Y
1247  0x50000000  0x88800606             -0.0312             -0.0312    1.0000  Y
1248  0x50000000  0x88800202             -0.0625             -0.0625    2.0000  Y
1249  0x50000000  0x22200202             -0.0391             -0.0391    1.3219  Y
1250  0x50000000  0x866E0808             -0.0312             -0.0312    1.0000  Y
1251  0x50000000  0x822A0808             -0.0625             -0.0625    2.0000  Y
1252  0x50000000  0x688E0808             -0.0312             -0.0312    1.0000  Y
1253  0x50000000  0xFFF00A0A              0.0312              0.0312    1.0000  Y
1254  0x50000000  0xFFF00606             -0.0469             -0.0469    1.5850  Y
1255  0x50000000  0x288A0808             -0.0625             -0.0625    2.0000  Y
1256  0x50000000  0xCCC00C0C              0.0625              0.0625    2.0000  Y
1257  0x50000000  0xC8840808              0.0312              0.0312    1.0000  Y
1258  0x50000000  0x8CC40C0C              0.0312              0.0312    1.0000  Y
1259  0x50000000  0x8CC40808              0.0312              0.0312    1.0000  Y
1260  0x50000000  0x88800C0C              0.0312              0.0312    1.0000  Y
1261  0x50000000  0x88800808             -0.0625             -0.0625    2.0000  Y
1262  0x50000000  0x5FFA0808              0.0469              0.0469    1.5850  Y
1263  0x50000000  0x25570808             -0.0234             -0.0234    0.5850  Y
1264  0x50000000  0x65530505             -0.0234             -0.0234    0.5850  Y
1265  0x50000000  0x61170101             -0.0234             -0.0234    0.5850  Y
1266  0x50000000  0x56630505             -0.0234             -0.0234    0.5850  Y
1267  0x50000000  0xC33F0606             -0.0234             -0.0234    0.5850  Y
1268  0x50000000  0x55500606             -0.0234             -0.0234    0.5850  Y
1269  0x50000000  0x7AAD0A0A             -0.0312             -0.0312    1.0000  Y
1270  0x50000000  0x16670101             -0.0234             -0.0234    0.5850  Y
1271  0x50000000  0x11100606             -0.0234             -0.0234    0.5850  Y
1272  0x50000000  0x76610606              0.0234              0.0234    0.5850  Y
1273  0x50000000  0x67710606              0.0234              0.0234    0.5850  Y
1274  0x50000000  0x66600707              0.0234              0.0234    0.5850  Y
1275  0x50000000  0x66600101             -0.0312             -0.0312    1.0000  Y
1276  0x50000000  0x61170606             -0.0312             -0.0312    1.0000  Y
1277  0x50000000  0x2AA80202              0.0312              0.0312    1.0000  Y
1278  0x50000000  0xF6690606              0.0234              0.0234    0.5850  Y
1279  0x50000000  0x16670606             -0.0312             -0.0312    1.0000  Y
1280  0x50000000  0x66600606             -0.0391             -0.0391    1.3219  Y
1281  0x50000000  0x64420404             -0.0312             -0.0312    1.0000  Y
1282  0x50000000  0x46620606              0.0312              0.0312    1.0000  Y
1283  0x50000000  0x46620404             -0.0312             -0.0312    1.0000  Y
1284  0x50000000  0x44400606             -0.0312             -0.0312    1.0000  Y
1285  0x50000000  0xDDD00909             -0.0625             -0.0625    2.0000  Y
1286  0x50000000  0xDDD00505             -0.0312             -0.0312    1.0000  Y
1287  0x50000000  0xDDD00101              0.0312              0.0312    1.0000  Y
1288  0x50000000  0x65530F0F              0.0234              0.0234    0.5850  Y
1289  0x50000000  0xD9940D0D             -0.0625             -0.0625    2.0000  Y
1290  0x50000000  0xD9940505             -0.0312             -0.0312    1.0000  Y
1291  0x50000000  0xD9940101              0.0312              0.0312    1.0000  Y
1292  0x50000000  0x61170F0F              0.0234              0.0234    0.5850  Y
1293  0x50000000  0x588D0101             -0.0234             -0.0234    0.5850  Y
1294  0x50000000  0xD5580D0D             -0.0312             -0.0312    1.0000  Y
1295  0x50000000  0xD5580909             -0.0312             -0.0312    1.0000  Y
1296  0x50000000  0xD5580505             -0.0312             -0.0312    1.0000  Y
1297  0x50000000  0xD5580101              0.0312              0.0312    1.0000  Y
1298  0x50000000  0xD11C0D0D              0.0312              0.0312    1.0000  Y
1299  0x50000000  0xD11C0909              0.0312              0.0312    1.0000  Y
1300  0x50000000  0xD11C0505              0.0312              0.0312    1.0000  Y
1301  0x50000000  0xD11C0101             -0.0312             -0.0312    1.0000  Y
1302  0x50000000  0x9DD40D0D             -0.0625             -0.0625    2.0000  Y
1303  0x50000000  0x9DD40505             -0.0312             -0.0312    1.0000  Y
1304  0x50000000  0x9DD40101              0.0312              0.0312    1.0000  Y
1305  0x50000000  0x99900909             -0.0625             -0.0625    2.0000  Y
1306  0x50000000  0x99900505             -0.0312             -0.0312    1.0000  Y
1307  0x50000000  0x99900101              0.0312              0.0312    1.0000  Y
1308  0x50000000  0x955C0D0D             -0.0312             -0.0312    1.0000  Y
1309  0x50000000  0x955C0909             -0.0312             -0.0312    1.0000  Y
1310  0x50000000  0x955C0505             -0.0312             -0.0312    1.0000  Y
1311  0x50000000  0x955C0101              0.0312              0.0312    1.0000  Y
1312  0x50000000  0x91180D0D              0.0312              0.0312    1.0000  Y
1313  0x50000000  0x91180909              0.0312              0.0312    1.0000  Y
1314  0x50000000  0x91180505              0.0312              0.0312    1.0000  Y
1315  0x50000000  0x91180101             -0.0312             -0.0312    1.0000  Y
1316  0x50000000  0x5DD80D0D             -0.0312             -0.0312    1.0000  Y
1317  0x50000000  0x5DD80909             -0.0312             -0.0312    1.0000  Y
1318  0x50000000  0x5DD80505             -0.0312             -0.0312    1.0000  Y
1319  0x50000000  0x5DD80101              0.0312              0.0312    1.0000  Y
1320  0x50000000  0x27750A0A              0.0312              0.0312    1.0000  Y
1321  0x50000000  0x599C0D0D             -0.0312             -0.0312    1.0000  Y
1322  0x50000000  0x599C0909             -0.0312             -0.0312    1.0000  Y
1323  0x50000000  0x27750202             -0.0234             -0.0234    0.5850  Y
1324  0x50000000  0x599C0505             -0.0312             -0.0312    1.0000  Y
1325  0x50000000  0x599C0101              0.0312              0.0312    1.0000  Y
1326  0x50000000  0x55500D0D             -0.0312             -0.0312    1.0000  Y
1327  0x50000000  0x55500909             -0.0312             -0.0312    1.0000  Y
1328  0x50000000  0x51140D0D              0.0312              0.0312    1.0000  Y
1329  0x50000000  0x51140909              0.0312              0.0312    1.0000  Y
1330  0x50000000  0x1DDC0D0D              0.0312              0.0312    1.0000  Y
1331  0x50000000  0x822A0F0F              0.0469              0.0469    1.5850  Y
1332  0x50000000  0x1DDC0909              0.0312              0.0312    1.0000  Y
1333  0x50000000  0x1DDC0505              0.0312              0.0312    1.0000  Y
1334  0x50000000  0x1DDC0101             -0.0312             -0.0312    1.0000  Y
1335  0x50000000  0x19980D0D              0.0312              0.0312    1.0000  Y
1336  0x50000000  0x19980909              0.0312              0.0312    1.0000  Y
1337  0x50000000  0x19980505              0.0312              0.0312    1.0000  Y
1338  0x50000000  0x19980101             -0.0312             -0.0312    1.0000  Y
1339  0x50000000  0x15540D0D              0.0312              0.0312    1.0000  Y
1340  0x50000000  0x15540909              0.0312              0.0312    1.0000  Y
1341  0x50000000  0x11100D0D             -0.0312             -0.0312    1.0000  Y
1342  0x50000000  0x11100909             -0.0312             -0.0312    1.0000  Y
1343  0x50000000  0x77700707             -0.0234             -0.0234    0.5850  Y
1344  0x50000000  0x866E0505             -0.0234             -0.0234    0.5850  Y
1345  0x50000000  0x866E0101             -0.0234             -0.0234    0.5850  Y
1346  0x50000000  0x1FFE0808              0.0469              0.0469    1.5850  Y
1347  0x50000000  0x5FFA0505              0.0234              0.0234    0.5850  Y
1348  0x50000000  0x688E0505             -0.0234             -0.0234    0.5850  Y
1349  0x50000000  0x688E0101             -0.0234             -0.0234    0.5850  Y
1350  0x50000000  0x55500505             -0.0391             -0.0391    1.3219  Y
1351  0x50000000  0x855D0808             -0.0469             -0.0469    1.5850  Y
1352  0x50000000  0x855D0606             -0.0234             -0.0234    0.5850  Y
1353  0x50000000  0x7AAD0707              0.0312              0.0312    1.0000  Y
1354  0x50000000  0x51140101             -0.0391             -0.0391    1.3219  Y
1355  0x50000000  0xCCC00808              0.0312              0.0312    1.0000  Y
1356  0x50000000  0x77700202             -0.0312             -0.0312    1.0000  Y
1357  0x50000000  0x33300303              0.0234              0.0234    0.5850  Y
1358  0x50000000  0x33300101             -0.0234             -0.0234    0.5850  Y
1359  0x50000000  0x31120303             -0.0234             -0.0234    0.5850  Y
1360  0x50000000  0xAAA00A0A              0.0312              0.0312    1.0000  Y
1361  0x50000000  0x13320303             -0.0234             -0.0234    0.5850  Y
1362  0x50000000  0xF22D0A0A              0.0312              0.0312    1.0000  Y
1363  0x50000000  0xF22D0808              0.0469              0.0469    1.5850  Y
1364  0x50000000  0x11100505             -0.0391             -0.0391    1.3219  Y
1365  0x50000000  0xF22D0606              0.0234              0.0234    0.5850  Y
1366  0x50000000  0x3CCF0606             -0.0234             -0.0234    0.5850  Y
1367  0x50000000  0xA77D0202              0.0312              0.0312    1.0000  Y
1368  0x50000000  0x866E0202             -0.0312             -0.0312    1.0000  Y
1369  0x50000000  0xC8840C0C              0.0312              0.0312    1.0000  Y
1370  0x50000000  0x5FFA0606              0.0234              0.0234    0.5850  Y
1371  0x50000000  0x688E0202             -0.0312             -0.0312    1.0000  Y
1372  0x50000000  0xF6690505              0.0234              0.0234    0.5850  Y
1373  0x50000000  0x26640F0F              0.0234              0.0234    0.5850  Y
1374  0x50000000  0xF6690101              0.0234              0.0234    0.5850  Y
1375  0x50000000  0xF22D0505              0.0234              0.0234    0.5850  Y
1376  0x50000000  0xF22D0101              0.0234              0.0234    0.5850  Y
1377  0x50000000  0x64420606              0.0312              0.0312    1.0000  Y
1378  0x50000000  0x15540101             -0.0391             -0.0391    1.3219  Y
1379  0x50000000  0xAAA00202             -0.0312             -0.0312    1.0000  Y
1380  0x50000000  0xAAA00707             -0.0312             -0.0312    1.0000  Y
1381  0x50000000  0x7FF80202             -0.0312             -0.0312    1.0000  Y
1382  0x50000000  0x3CCF0303              0.0391              0.0391    1.3219  Y
1383  0x50000000  0xF22D0707             -0.0312             -0.0312    1.0000  Y
1384  0x50000000  0xC33F0202              0.0234              0.0234    0.5850  Y
1385  0x50000000  0x7FF80A0A              0.0312              0.0312    1.0000  Y
1386  0x50000000  0x2AA80A0A             -0.0312             -0.0312    1.0000  Y
1387  0x50000000  0x54410404              0.0312              0.0312    1.0000  Y
1388  0x50000000  0x66600404              0.0312              0.0312    1.0000  Y
1389  0x50000000  0x45510404              0.0312              0.0312    1.0000  Y
1390  0x50000000  0x44400505              0.0312              0.0312    1.0000  Y
1391  0x50000000  0x44400303             -0.0312             -0.0312    1.0000  Y
1392  0x50000000  0x44400101             -0.0312             -0.0312    1.0000  Y
1393  0x50000000  0x43370404             -0.0312             -0.0312    1.0000  Y
1394  0x50000000  0x2FFD0101              0.0234              0.0234    0.5850  Y
1395  0x50000000  0x41150404             -0.0312             -0.0312    1.0000  Y
1396  0x50000000  0x34470404             -0.0312             -0.0312    1.0000  Y
1397  0x50000000  0x72250707             -0.0312             -0.0312    1.0000  Y
1398  0x50000000  0x14450404             -0.0312             -0.0312    1.0000  Y
1399  0x50000000  0xEEE00E0E              0.0312              0.0312    1.0000  Y
1400  0x50000000  0xEEE00404             -0.0312             -0.0312    1.0000  Y
1401  0x50000000  0xE44A0E0E             -0.0312             -0.0312    1.0000  Y
1402  0x50000000  0xE44A0404              0.0312              0.0312    1.0000  Y
1403  0x50000000  0x4EEA0E0E             -0.0312             -0.0312    1.0000  Y
1404  0x50000000  0x4EEA0404              0.0312              0.0312    1.0000  Y
1405  0x50000000  0x44400E0E              0.0312              0.0312    1.0000  Y
1406  0x60000000  0xC66A0707             -0.0234             -0.0234    0.5850  Y
1407  0x60000000  0xC22E0707             -0.0234             -0.0234    0.5850  Y
1408  0x60000000  0x877F0303             -0.0234             -0.0234    0.5850  Y
1409  0x60000000  0x833B0303             -0.0234             -0.0234    0.5850  Y
1410  0x60000000  0x822A0303              0.0234              0.0234    0.5850  Y
1411  0x60000000  0x7CCB0707              0.0234              0.0234    0.5850  Y
1412  0x60000000  0x7CCB0606             -0.0234             -0.0234    0.5850  Y
1413  0x60000000  0x7CCB0303              0.0234              0.0234    0.5850  Y
1414  0x60000000  0x7CCB0202             -0.0234             -0.0234    0.5850  Y
1415  0x60000000  0x77700C0C              0.0234              0.0234    0.5850  Y
1416  0x60000000  0x76610C0C             -0.0234             -0.0234    0.5850  Y
1417  0x60000000  0x72250C0C             -0.0234             -0.0234    0.5850  Y
1418  0x60000000  0x6CCA0707             -0.0234             -0.0234    0.5850  Y
1419  0x60000000  0x63350808              0.0234              0.0234    0.5850  Y
1420  0x60000000  0x3CCF0707              0.0234              0.0234    0.5850  Y
1421  0x60000000  0x388B0707             -0.0234             -0.0234    0.5850  Y
1422  0x60000000  0x37740C0C              0.0234              0.0234    0.5850  Y
1423  0x60000000  0x37740808             -0.0234             -0.0234    0.5850  Y
1424  0x60000000  0x36650808              0.0234              0.0234    0.5850  Y
1425  0x60000000  0x2CCE0707             -0.0234             -0.0234    0.5850  Y
1426  0x60000000  0x288A0303              0.0234              0.0234    0.5850  Y
1427  0x60000000  0x27750C0C             -0.0234             -0.0234    0.5850  Y
1428  0x60000000  0x23310808              0.0234              0.0234    0.5850  Y
1429  0x60000000  0xC8840707              0.0469              0.0469    1.5850  Y
1430  0x60000000  0xC8840606             -0.0469             -0.0469    1.5850  Y
1431  0x60000000  0xC8840303              0.0469              0.0469    1.5850  Y
1432  0x60000000  0xC8840202             -0.0469             -0.0469    1.5850  Y
1433  0x60000000  0xC77B0C0C             -0.0469             -0.0469    1.5850  Y
1434  0x60000000  0xC66A0808             -0.0469             -0.0469    1.5850  Y
1435  0x60000000  0xC22E0808             -0.0469             -0.0469    1.5850  Y
1436  0x60000000  0x8CC40707              0.0469              0.0469    1.5850  Y
1437  0x60000000  0x8CC40606             -0.0469             -0.0469    1.5850  Y
1438  0x60000000  0x8CC40303              0.0469              0.0469    1.5850  Y
1439  0x60000000  0x8CC40202             -0.0469             -0.0469    1.5850  Y
1440  0x60000000  0x833B0C0C              0.0469              0.0469    1.5850  Y
1441  0x60000000  0x7CCB0C0C             -0.0469             -0.0469    1.5850  Y
1442  0x60000000  0x7CCB0808              0.0469              0.0469    1.5850  Y
1443  0x60000000  0x788F0C0C              0.0469              0.0469    1.5850  Y
1444  0x60000000  0x6CCA0808             -0.0469             -0.0469    1.5850  Y
1445  0x60000000  0x688E0C0C             -0.0469             -0.0469    1.5850  Y
1446  0x60000000  0x3CCF0808              0.0469              0.0469    1.5850  Y
1447  0x60000000  0x388B0C0C              0.0469              0.0469    1.5850  Y
1448  0x60000000  0x2CCE0808             -0.0469             -0.0469    1.5850  Y
1449  0x60000000  0xC8840808              0.0938              0.0938    2.5850  Y
1450  0x60000000  0x8CC40C0C             -0.0938             -0.0938    2.5850  Y
1451  0x60000000  0x8CC40808              0.0938              0.0938    2.5850  Y
1452  0x60000000  0x88800C0C              0.0938              0.0938    2.5850  Y
1453  0x60000000  0x73340C0C              0.0234              0.0234    0.5850  Y
1454  0x60000000  0x73340808             -0.0234             -0.0234    0.5850  Y
1455  0x60000000  0xC22E0202              0.0312              0.0312    1.0000  Y
1456  0x60000000  0x6CCA0606              0.0312              0.0312    1.0000  Y
1457  0x60000000  0x66600C0C              0.0312              0.0312    1.0000  Y
1458  0x60000000  0x388B0808             -0.0469             -0.0469    1.5850  Y
1459  0x60000000  0x2CCE0202              0.0312              0.0312    1.0000  Y
1460  0x60000000  0x22200C0C              0.0312              0.0312    1.0000  Y
1461  0x60000000  0xCCC00202              0.0625              0.0625    2.0000  Y
1462  0x60000000  0xC66A0C0C              0.0312              0.0312    1.0000  Y
1463  0x60000000  0xC66A0303             -0.0391             -0.0391    1.3219  Y
1464  0x60000000  0x6CCA0C0C              0.0312              0.0312    1.0000  Y
1465  0x60000000  0x6CCA0303             -0.0391             -0.0391    1.3219  Y
1466  0x60000000  0x63350C0C             -0.0391             -0.0391    1.3219  Y
1467  0x60000000  0x33300808             -0.0234             -0.0234    0.5850  Y
1468  0x60000000  0x3CCF0606             -0.0391             -0.0391    1.3219  Y
1469  0x60000000  0x36650C0C             -0.0391             -0.0391    1.3219  Y
1470  0x60000000  0x2CCE0C0C              0.0625              0.0625    2.0000  Y
1471  0x60000000  0xC33F0303              0.0547              0.0547    1.8074  Y
1472  0x60000000  0x3CCF0303              0.0547              0.0547    1.8074  Y
1473  0x60000000  0x33300C0C              0.0547              0.0547    1.8074  Y
1474  0x60000000  0xBBB00303             -0.0312             -0.0312    1.0000  Y
1475  0x60000000  0xBBB00202              0.0312              0.0312    1.0000  Y
1476  0x60000000  0xBAA10B0B              0.0312              0.0312    1.0000  Y
1477  0x60000000  0xBAA10A0A              0.0312              0.0312    1.0000  Y
1478  0x60000000  0xBAA10303             -0.0312             -0.0312    1.0000  Y
1479  0x60000000  0xB3380B0B             -0.0312             -0.0312    1.0000  Y
1480  0x60000000  0xB3380A0A             -0.0312             -0.0312    1.0000  Y
1481  0x60000000  0xB3380303              0.0312              0.0312    1.0000  Y
1482  0x60000000  0xB3380202             -0.0312             -0.0312    1.0000  Y
1483  0x60000000  0xB2290B0B              0.0312              0.0312    1.0000  Y
1484  0x60000000  0xB2290A0A              0.0312              0.0312    1.0000  Y
1485  0x60000000  0xB2290303             -0.0312             -0.0312    1.0000  Y
1486  0x60000000  0xABB10A0A              0.0312              0.0312    1.0000  Y
1487  0x60000000  0xAAA00303             -0.0312             -0.0312    1.0000  Y
1488  0x60000000  0xA3390B0B             -0.0312             -0.0312    1.0000  Y
1489  0x60000000  0xA3390A0A             -0.0312             -0.0312    1.0000  Y
1490  0x60000000  0xA3390303              0.0312              0.0312    1.0000  Y
1491  0x60000000  0x822A0C0C             -0.0469             -0.0469    1.5850  Y
1492  0x60000000  0xA3390202             -0.0312             -0.0312    1.0000  Y
1493  0x60000000  0xA2280303             -0.0312             -0.0312    1.0000  Y
1494  0x60000000  0x3BB80B0B             -0.0312             -0.0312    1.0000  Y
1495  0x60000000  0x3BB80A0A             -0.0312             -0.0312    1.0000  Y
1496  0x60000000  0x3BB80303              0.0312              0.0312    1.0000  Y
1497  0x60000000  0x33300B0B              0.0312              0.0312    1.0000  Y
1498  0x60000000  0x33300A0A              0.0312              0.0312    1.0000  Y
1499  0x60000000  0x32210B0B             -0.0312             -0.0312    1.0000  Y
1500  0x60000000  0xC22E0C0C              0.0625              0.0625    2.0000  Y
1501  0x60000000  0x2BB90303             -0.0312             -0.0312    1.0000  Y
1502  0x60000000  0x2AA80B0B              0.0312              0.0312    1.0000  Y
1503  0x60000000  0x23310A0A             -0.0312             -0.0312    1.0000  Y
1504  0x60000000  0x33300202              0.0625              0.0625    2.0000  Y
1505  0x60000000  0x32210202             -0.0312             -0.0312    1.0000  Y
1506  0x60000000  0x877F0C0C              0.0469              0.0469    1.5850  Y
1507  0x60000000  0x23310303              0.0625              0.0625    2.0000  Y
1508  0x60000000  0x22200303             -0.0312             -0.0312    1.0000  Y
1509  0x60000000  0xC66A0606              0.0312              0.0312    1.0000  Y
1510  0x60000000  0x88800303             -0.0469             -0.0469    1.5850  Y
1511  0x60000000  0xCCC00C0C              0.1250              0.1250    3.0000  Y
1512  0x60000000  0x32210808              0.0234              0.0234    0.5850  Y
1513  0x60000000  0x32210303              0.0625              0.0625    2.0000  Y
1514  0x60000000  0xBAA10202              0.0312              0.0312    1.0000  Y
1515  0x60000000  0xDDD00D0D              0.0312              0.0312    1.0000  Y
1516  0x60000000  0xDDD00909             -0.0312             -0.0312    1.0000  Y
1517  0x60000000  0xD9940D0D             -0.0312             -0.0312    1.0000  Y
1518  0x60000000  0xD9940909              0.0312              0.0312    1.0000  Y
1519  0x60000000  0x9DD40D0D             -0.0312             -0.0312    1.0000  Y
1520  0x60000000  0x32210A0A             -0.0312             -0.0312    1.0000  Y
1521  0x60000000  0x9DD40909              0.0312              0.0312    1.0000  Y
1522  0x60000000  0x99900D0D              0.0312              0.0312    1.0000  Y
1523  0x60000000  0x99900909             -0.0312             -0.0312    1.0000  Y
1524  0x60000000  0xFFF00707              0.0312              0.0312    1.0000  Y
1525  0x60000000  0xFFF00202              0.0312              0.0312    1.0000  Y
1526  0x60000000  0xFAA50F0F             -0.0312             -0.0312    1.0000  Y
1527  0x60000000  0xFAA50A0A              0.0312              0.0312    1.0000  Y
1528  0x60000000  0xFAA50707             -0.0312             -0.0312    1.0000  Y
1529  0x60000000  0x833B0202              0.0234              0.0234    0.5850  Y
1530  0x60000000  0xF7780F0F              0.0312              0.0312    1.0000  Y
1531  0x60000000  0xF7780A0A             -0.0312             -0.0312    1.0000  Y
1532  0x60000000  0xF7780707              0.0312              0.0312    1.0000  Y
1533  0x60000000  0xF7780202              0.0312              0.0312    1.0000  Y
1534  0x60000000  0xF22D0F0F              0.0312              0.0312    1.0000  Y
1535  0x60000000  0x3BB80202             -0.0312             -0.0312    1.0000  Y
1536  0x60000000  0xAFF50F0F             -0.0312             -0.0312    1.0000  Y
1537  0x60000000  0xAFF50A0A              0.0312              0.0312    1.0000  Y
1538  0x60000000  0xAFF50707             -0.0312             -0.0312    1.0000  Y
1539  0x60000000  0xAFF50202             -0.0312             -0.0312    1.0000  Y
1540  0x60000000  0xAAA00F0F              0.0312              0.0312    1.0000  Y
1541  0x60000000  0xAAA00202              0.0625              0.0625    2.0000  Y
1542  0x60000000  0xA77D0F0F             -0.0312             -0.0312    1.0000  Y
1543  0x60000000  0xA77D0A0A              0.0312              0.0312    1.0000  Y
1544  0x60000000  0x22200B0B              0.0312              0.0312    1.0000  Y
1545  0x60000000  0xA77D0707             -0.0312             -0.0312    1.0000  Y
1546  0x60000000  0xA2280F0F             -0.0312             -0.0312    1.0000  Y
1547  0x60000000  0x788F0303             -0.0234             -0.0234    0.5850  Y
1548  0x60000000  0xA2280707             -0.0312             -0.0312    1.0000  Y
1549  0x60000000  0x7FF80F0F              0.0312              0.0312    1.0000  Y
1550  0x60000000  0x7FF80A0A             -0.0312             -0.0312    1.0000  Y
1551  0x60000000  0x7FF80707              0.0312              0.0312    1.0000  Y
1552  0x60000000  0x7AAD0F0F             -0.0312             -0.0312    1.0000  Y
1553  0x60000000  0x7AAD0202             -0.0312             -0.0312    1.0000  Y
1554  0x60000000  0xB2290202              0.0312              0.0312    1.0000  Y
1555  0x60000000  0x77700F0F              0.0312              0.0312    1.0000  Y
1556  0x60000000  0x77700A0A             -0.0312             -0.0312    1.0000  Y
1557  0x60000000  0xABB10B0B              0.0312              0.0312    1.0000  Y
1558  0x60000000  0x72250F0F              0.0312              0.0312    1.0000  Y
1559  0x60000000  0x72250A0A             -0.0312             -0.0312    1.0000  Y
1560  0x60000000  0x2FFD0F0F              0.0312              0.0312    1.0000  Y
1561  0x60000000  0x2FFD0A0A             -0.0312             -0.0312    1.0000  Y
1562  0x60000000  0x388B0606              0.0234              0.0234    0.5850  Y
1563  0x60000000  0x2FFD0707              0.0312              0.0312    1.0000  Y
1564  0x60000000  0x2AA80F0F             -0.0312             -0.0312    1.0000  Y
1565  0x60000000  0x2AA80A0A              0.0625              0.0625    2.0000  Y
1566  0x60000000  0x2AA80707             -0.0312             -0.0312    1.0000  Y
1567  0x60000000  0x27750F0F              0.0312              0.0312    1.0000  Y
1568  0x60000000  0x27750A0A             -0.0312             -0.0312    1.0000  Y
1569  0x60000000  0x22200F0F              0.0312              0.0312    1.0000  Y
1570  0x60000000  0x388B0202              0.0234              0.0234    0.5850  Y
1571  0x60000000  0x2FFD0202              0.0312              0.0312    1.0000  Y
1572  0x60000000  0xC33F0707              0.0234              0.0234    0.5850  Y
1573  0x60000000  0xFFF00F0F              0.0312              0.0312    1.0000  Y
1574  0x60000000  0x288A0C0C             -0.0469             -0.0469    1.5850  Y
1575  0x60000000  0xFFF00A0A             -0.0312             -0.0312    1.0000  Y
1576  0x60000000  0x866E0C0C             -0.0469             -0.0469    1.5850  Y
1577  0x60000000  0xA77D0202             -0.0312             -0.0312    1.0000  Y
1578  0x60000000  0xC77B0707              0.0234              0.0234    0.5850  Y
1579  0x60000000  0xC77B0606             -0.0234             -0.0234    0.5850  Y
1580  0x60000000  0xC77B0303              0.0234              0.0234    0.5850  Y
1581  0x60000000  0xC77B0202             -0.0234             -0.0234    0.5850  Y
1582  0x60000000  0xFAA50202             -0.0312             -0.0312    1.0000  Y
1583  0x60000000  0x822A0202             -0.0312             -0.0312    1.0000  Y
1584  0x60000000  0xABB10202              0.0312              0.0312    1.0000  Y
1585  0x60000000  0x72250202              0.0312              0.0312    1.0000  Y
1586  0x60000000  0x66600808             -0.0312             -0.0312    1.0000  Y
1587  0x60000000  0x388B0303             -0.0234             -0.0234    0.5850  Y
1588  0x60000000  0x288A0202             -0.0312             -0.0312    1.0000  Y
1589  0x60000000  0x27750202              0.0312              0.0312    1.0000  Y
1590  0x60000000  0xBBB00B0B              0.0312              0.0312    1.0000  Y
1591  0x60000000  0xBBB00A0A              0.0312              0.0312    1.0000  Y
1592  0x60000000  0x22200808             -0.0312             -0.0312    1.0000  Y
1593  0x60000000  0x22200707              0.0312              0.0312    1.0000  Y
1594  0x60000000  0xC77B0808              0.0469              0.0469    1.5850  Y
1595  0x60000000  0xAAA00B0B              0.0312              0.0312    1.0000  Y
1596  0x60000000  0x88800606              0.0625              0.0625    2.0000  Y
1597  0x60000000  0x67710C0C             -0.0234             -0.0234    0.5850  Y
1598  0x60000000  0x88800202              0.0312              0.0312    1.0000  Y
1599  0x60000000  0x877F0202              0.0391              0.0391    1.3219  Y
1600  0x60000000  0x22200202              0.0781              0.0781    2.3219  Y
1601  0x60000000  0x866E0808              0.0625              0.0625    2.0000  Y
